"capability_id","workspace","canonical_route","object_type","action","permission","guard_helper","server_enforcement_point","frontend_behavior","source_review_status","verification_status","evidence"
"CAP-B11-001","Trust & qualité","/angelcare-marketplace/admin/trust","/api/angelcare-marketplace/admin/customers/:customerId/addresses/:addressId","PATCH handleAdminCustomerAddress","marketplace.admin.access|marketplace.family.admin.view|marketplace.family.admin.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.finance.exceptions.approve|marketplace.operations.missions.create|marketplace.operations.view|marketplace.catalog.suppliers.manage|marketplace.catalog.suppliers.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/customers/[customerId]/addresses/[addressId]/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by TrustCommand; AdminWorkspaceContextNav."
"CAP-B11-001","Trust & qualité","/angelcare-marketplace/admin/trust","/api/angelcare-marketplace/admin/customers/:customerId/addresses","POST handleAdminCustomerAddresses","marketplace.admin.access|marketplace.family.admin.view|marketplace.family.admin.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.finance.exceptions.approve|marketplace.operations.missions.create|marketplace.operations.view|marketplace.catalog.suppliers.manage|marketplace.catalog.suppliers.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/customers/[customerId]/addresses/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by TrustCommand; AdminWorkspaceContextNav."
"CAP-B11-001","Trust & qualité","/angelcare-marketplace/admin/trust","/api/angelcare-marketplace/admin/customers/:customerId/family/children/:childId","PATCH handleAdminCustomerChild","marketplace.admin.access|marketplace.family.admin.view|marketplace.family.admin.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.finance.exceptions.approve|marketplace.operations.missions.create|marketplace.operations.view|marketplace.catalog.suppliers.manage|marketplace.catalog.suppliers.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/customers/[customerId]/family/children/[childId]/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by TrustCommand; AdminWorkspaceContextNav."
"CAP-B11-001","Trust & qualité","/angelcare-marketplace/admin/trust","/api/angelcare-marketplace/admin/customers/:customerId/family/children","POST handleAdminCustomerChildren","marketplace.admin.access|marketplace.family.admin.view|marketplace.family.admin.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.finance.exceptions.approve|marketplace.operations.missions.create|marketplace.operations.view|marketplace.catalog.suppliers.manage|marketplace.catalog.suppliers.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/customers/[customerId]/family/children/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by TrustCommand; AdminWorkspaceContextNav."
"CAP-B11-001","Trust & qualité","/angelcare-marketplace/admin/trust","/api/angelcare-marketplace/admin/customers/:customerId/family","PATCH handleAdminCustomerFamily","marketplace.admin.access|marketplace.family.admin.view|marketplace.family.admin.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.finance.exceptions.approve|marketplace.operations.missions.create|marketplace.operations.view|marketplace.catalog.suppliers.manage|marketplace.catalog.suppliers.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/customers/[customerId]/family/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by TrustCommand; AdminWorkspaceContextNav."
"CAP-B11-001","Trust & qualité","/angelcare-marketplace/admin/trust","/api/angelcare-marketplace/admin/customers/:customerId","PATCH handleAdminCustomer","marketplace.admin.access|marketplace.family.admin.view|marketplace.family.admin.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.finance.exceptions.approve|marketplace.operations.missions.create|marketplace.operations.view|marketplace.catalog.suppliers.manage|marketplace.catalog.suppliers.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/customers/[customerId]/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by TrustCommand; AdminWorkspaceContextNav."
"CAP-B11-001","Trust & qualité","/angelcare-marketplace/admin/trust","/api/angelcare-marketplace/admin/customers","POST handleAdminCustomers","marketplace.admin.access|marketplace.family.admin.view|marketplace.family.admin.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.finance.exceptions.approve|marketplace.operations.missions.create|marketplace.operations.view|marketplace.catalog.suppliers.manage|marketplace.catalog.suppliers.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/customers/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by TrustCommand; AdminWorkspaceContextNav."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/admin/enterprise-command/documents/export","POST handleDocumentExport","AUTHENTICATED_MARKETPLACE_CONTEXT","requireMarketplaceApiContext","app/api/angelcare-marketplace/admin/enterprise-command/documents/export/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/documents/export","POST handleDocumentExport","AUTHENTICATED_MARKETPLACE_CONTEXT","requireMarketplaceApiContext","app/api/angelcare-marketplace/admin/enterprise-command/documents/export/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/operator-workspace","PATCH handleOperatorWorkspace","marketplace.admin.access|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/enterprise-command/operator-workspace/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/orders/:orderId/operate","PATCH handleOrderOperate","marketplace.admin.access|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/enterprise-command/orders/[orderId]/operate/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/product-import/commit","POST handleProductImportCommit","AUTHENTICATED_MARKETPLACE_CONTEXT","requireMarketplaceApiContext","app/api/angelcare-marketplace/admin/enterprise-command/product-import/commit/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/:jobId/retry","POST handleProductImportJobRetry","AUTHENTICATED_MARKETPLACE_CONTEXT","requireMarketplaceApiContext","app/api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/[jobId]/retry/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/:jobId/run","POST handleProductImportJobRun","AUTHENTICATED_MARKETPLACE_CONTEXT","requireMarketplaceApiContext","app/api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/[jobId]/run/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/product-import/jobs","POST handleProductImportJobCreate","AUTHENTICATED_MARKETPLACE_CONTEXT","requireMarketplaceApiContext","app/api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/product-import/preview","POST handleProductImportPreview","AUTHENTICATED_MARKETPLACE_CONTEXT","requireMarketplaceApiContext","app/api/angelcare-marketplace/admin/enterprise-command/product-import/preview/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-B06-001","Marketing & promotions","/angelcare-marketplace/admin/growth-experience","/api/angelcare-marketplace/admin/enterprise-command/segments","POST handleSegments","AUTHENTICATED_MARKETPLACE_CONTEXT","requireMarketplaceApiContext","app/api/angelcare-marketplace/admin/enterprise-command/segments/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by GrowthExperienceCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/segments/saved/:segmentId","PATCH handleSavedSegment","marketplace.admin.access|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/enterprise-command/segments/saved/[segmentId]/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/segments/saved/:segmentId","DELETE handleSavedSegment","marketplace.admin.access|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/enterprise-command/segments/saved/[segmentId]/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-B06-001","Marketing & promotions","/angelcare-marketplace/admin/growth-experience","/api/angelcare-marketplace/admin/enterprise-command/segments/saved","POST handleSavedSegments","marketplace.admin.access|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/enterprise-command/segments/saved/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by GrowthExperienceCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/templates/:templateKey/versions","POST handleTemplateVersions","AUTHENTICATED_MARKETPLACE_CONTEXT","requireMarketplaceApiContext","app/api/angelcare-marketplace/admin/enterprise-command/templates/[templateKey]/versions/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","/api/angelcare-marketplace/admin/enterprise-command/templates","POST handleTemplates","AUTHENTICATED_MARKETPLACE_CONTEXT","requireMarketplaceApiContext","app/api/angelcare-marketplace/admin/enterprise-command/templates/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperationsCommand."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/admin/enterprise/orders/:orderId/lines/:lineId","PATCH handleEnterpriseOrderLine","marketplace.admin.access|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/enterprise/orders/[orderId]/lines/[lineId]/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/admin/enterprise/orders/:orderId/lines","POST handleEnterpriseOrderLines","marketplace.admin.access|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/enterprise/orders/[orderId]/lines/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/admin/families/:familyId/guardians/:guardianId","PATCH handleFamilyGuardian","marketplace.admin.access|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/families/[familyId]/guardians/[guardianId]/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/admin/families/:familyId/guardians","POST handleFamilyGuardians","marketplace.admin.access|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/families/[familyId]/guardians/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-B03-001","Clients","/angelcare-marketplace/admin/customers","/api/angelcare-marketplace/admin/family-requests/:requestId/qualify","POST handleQualifyRequest","marketplace.family.dashboard|marketplace.family.profile.view|marketplace.family.profile.manage|marketplace.family.children.view|marketplace.family.children.manage|marketplace.family.diagnostics.view|marketplace.family.diagnostics.create|marketplace.family.requests.view|marketplace.family.requests.create|marketplace.family.missions.view|marketplace.family.support.view|marketplace.family.support.create|marketplace.family.admin.view|marketplace.family.requests.manage|marketplace.family.requests.qualify","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/family-requests/[requestId]/qualify/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by CustomerRegistryWorkspace."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/footer-studio/contacts","POST handleFooterContacts","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/footer-studio/contacts/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/footer-studio/profiles","POST handleFooterProfiles","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/footer-studio/profiles/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/footer-studio/schedules","POST handleFooterSchedules","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/footer-studio/schedules/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/footer-studio/schedules/run","POST handleFooterSchedulesRun","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/footer-studio/schedules/run/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/footer-studio/targeting","POST handleFooterTargeting","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/footer-studio/targeting/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/footer-studio/themes","POST handleFooterThemes","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/footer-studio/themes/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/frontend-surfaces/:surfaceKey/publish","POST handlePublishFrontendSurface","marketplace.commerce.view|marketplace.publication.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.public.inquiries.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/frontend-surfaces/[surfaceKey]/publish/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/frontend-surfaces/:surfaceKey","PATCH handleFrontendSurface","marketplace.commerce.view|marketplace.publication.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.public.inquiries.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/frontend-surfaces/[surfaceKey]/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/frontend-surfaces/:surfaceKey/sections","PUT handleFrontendSurfaceSections","marketplace.commerce.view|marketplace.publication.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.public.inquiries.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/frontend-surfaces/[surfaceKey]/sections/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/frontend-surfaces","POST handleFrontendSurfaces","marketplace.commerce.view|marketplace.publication.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.public.inquiries.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/frontend-surfaces/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/homepage/campaigns","POST handleCommerceResource","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/homepage/campaigns/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B02-001","Catégories & collections","/angelcare-marketplace/admin/catalog/categories","/api/angelcare-marketplace/admin/homepage/collections","POST handleCommerceResource","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/homepage/collections/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by CategoryStudio."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/homepage/collections","POST handleCommerceResource","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/homepage/collections/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/homepage/placements","POST handleCommerceResource","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/homepage/placements/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/homepage/publish","POST handleCommerceAction","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/homepage/publish/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/homepage/releases","POST handleHomepageReleases","marketplace.homepage.view|marketplace.homepage.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/homepage/releases/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/admin/homepage/reorder","POST handleCommerceAction","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/admin/homepage/reorder/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
