"api_route","methods","handler_symbols","business_domain","capability_ids","permission_guard","read_write","mutation_type","operator_facing_indirectly","authority_classification","review_status","evidence"
"/api/angelcare-marketplace/admin/footer-studio/profiles","GET|POST","handleFooterProfiles","Boutique","CAP-B05-001","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","READ_WRITE","POST via handleFooterProfiles","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/footer-studio/profiles/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/footer-studio/schedules","GET|POST","handleFooterSchedules","Boutique","CAP-B05-001","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","READ_WRITE","POST via handleFooterSchedules","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/footer-studio/schedules/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/footer-studio/schedules/run","POST","handleFooterSchedulesRun","Boutique","CAP-B05-001","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","WRITE","POST via handleFooterSchedulesRun","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/footer-studio/schedules/run/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/footer-studio/summary","GET","handleFooterSummary","Boutique","CAP-B05-001","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/footer-studio/summary/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/footer-studio/targeting","GET|POST","handleFooterTargeting","Boutique","CAP-B05-001","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","READ_WRITE","POST via handleFooterTargeting","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/footer-studio/targeting/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/footer-studio/themes/:themeId","INTERNAL_FRAMEWORK_HANDLER","handleFooterTheme","Boutique","CAP-B05-001","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/footer-studio/themes/[themeId]/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/footer-studio/themes","GET|POST","handleFooterThemes","Boutique","CAP-B05-001","marketplace.commerce.view|marketplace.publication.manage|marketplace.analytics.view","READ_WRITE","POST via handleFooterThemes","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/footer-studio/themes/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/frontend-surfaces/:surfaceKey/publish","POST","handlePublishFrontendSurface","Boutique","CAP-B05-001","marketplace.commerce.view|marketplace.publication.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.public.inquiries.manage","WRITE","POST via handlePublishFrontendSurface","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/frontend-surfaces/[surfaceKey]/publish/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/frontend-surfaces/:surfaceKey","GET|PATCH","handleFrontendSurface","Boutique","CAP-B05-001","marketplace.commerce.view|marketplace.publication.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.public.inquiries.manage","READ_WRITE","PATCH via handleFrontendSurface","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/frontend-surfaces/[surfaceKey]/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/frontend-surfaces/:surfaceKey/sections","PUT","handleFrontendSurfaceSections","Boutique","CAP-B05-001","marketplace.commerce.view|marketplace.publication.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.public.inquiries.manage","WRITE","PUT via handleFrontendSurfaceSections","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/frontend-surfaces/[surfaceKey]/sections/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/frontend-surfaces","GET|POST","handleFrontendSurfaces","Boutique","CAP-B05-001","marketplace.commerce.view|marketplace.publication.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.public.inquiries.manage","READ_WRITE","POST via handleFrontendSurfaces","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/frontend-surfaces/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/homepage/campaigns","GET|POST","handleCommerceResource","Boutique","CAP-B05-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/homepage/campaigns/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/homepage/collections","GET|POST","handleCommerceResource","Catégories & collections","CAP-B02-001|CAP-B05-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/homepage/collections/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/homepage/placements","GET|POST","handleCommerceResource","Boutique","CAP-B05-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/homepage/placements/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/homepage/publish","POST","handleCommerceAction","Boutique","CAP-B05-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","WRITE","POST via handleCommerceAction","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/homepage/publish/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/homepage/releases","GET|POST","handleHomepageReleases","Boutique","CAP-B05-001","marketplace.homepage.view|marketplace.homepage.manage","READ_WRITE","POST via handleHomepageReleases","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/homepage/releases/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/homepage/reorder","POST","handleCommerceAction","Boutique","CAP-B05-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","WRITE","POST via handleCommerceAction","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/homepage/reorder/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/homepage/sections/:sectionId","GET|PATCH|DELETE","handleCommerceResource","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","PATCH|DELETE via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/homepage/sections/[sectionId]/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/homepage/sections","GET|POST","handleCommerceResource","Boutique","CAP-B05-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/homepage/sections/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/invoices/:invoiceId","PATCH","handleInvoice","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.admin.access|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage","WRITE","PATCH via handleInvoice","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/invoices/[invoiceId]/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/invoices","GET|POST","handleInvoices","Finance","CAP-B10-001","marketplace.admin.access|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage","READ_WRITE","POST via handleInvoices","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/invoices/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/analytics","GET","handleLiveSummary","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.emergency_broadcast.manage|marketplace.live_experience.publish|marketplace.proof_widget.manage","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/analytics/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/audiences","GET|POST|PATCH","handleLiveGovernance","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view","READ_WRITE","POST|PATCH via handleLiveGovernance","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/audiences/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/broadcasts","GET|POST","handleLiveCampaigns","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.emergency_broadcast.manage|marketplace.live_experience.publish|marketplace.proof_widget.manage","READ_WRITE","POST via handleLiveCampaigns","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/broadcasts/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/campaigns/:campaignId/actions/:action","POST","handleLiveCampaignAction","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.emergency_broadcast.manage|marketplace.live_experience.publish|marketplace.proof_widget.manage","WRITE","POST via handleLiveCampaignAction","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/campaigns/[campaignId]/actions/[action]/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/campaigns/:campaignId","GET|PATCH","handleLiveCampaign","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.emergency_broadcast.manage|marketplace.live_experience.publish|marketplace.proof_widget.manage","READ_WRITE","PATCH via handleLiveCampaign","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/campaigns/[campaignId]/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/campaigns","GET|POST","handleLiveCampaigns","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.emergency_broadcast.manage|marketplace.live_experience.publish|marketplace.proof_widget.manage","READ_WRITE","POST via handleLiveCampaigns","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/campaigns/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/experiments","GET|POST|PATCH","handleLiveGovernance","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view","READ_WRITE","POST|PATCH via handleLiveGovernance","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/experiments/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/history","GET","handleLiveGovernance","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/history/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/placements","GET|POST|PATCH","handleLiveGovernance","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view","READ_WRITE","POST|PATCH via handleLiveGovernance","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/placements/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/popups","GET|POST","handleLiveCampaigns","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.emergency_broadcast.manage|marketplace.live_experience.publish|marketplace.proof_widget.manage","READ_WRITE","POST via handleLiveCampaigns","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/popups/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/proof-widgets","GET|POST","handleLiveCampaigns","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.emergency_broadcast.manage|marketplace.live_experience.publish|marketplace.proof_widget.manage","READ_WRITE","POST via handleLiveCampaigns","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/proof-widgets/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/schedules","GET|POST|PATCH","handleLiveGovernance","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view","READ_WRITE","POST|PATCH via handleLiveGovernance","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/schedules/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/settings","GET|POST|PATCH","handleLiveGovernance","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view","READ_WRITE","POST|PATCH via handleLiveGovernance","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/settings/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/simulate","POST","handleLiveSimulate","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.emergency_broadcast.manage|marketplace.live_experience.publish|marketplace.proof_widget.manage","WRITE","POST via handleLiveSimulate","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/simulate/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/sources/refresh","POST","handleLiveSourceRefresh","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.emergency_broadcast.manage|marketplace.live_experience.publish|marketplace.proof_widget.manage","WRITE","POST via handleLiveSourceRefresh","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/sources/refresh/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/summary","GET","handleLiveSummary","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.emergency_broadcast.manage|marketplace.live_experience.publish|marketplace.proof_widget.manage","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/summary/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/live-experience/templates","GET","handleLiveSummary","Marketing & promotions","CAP-B06-001","marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.emergency_broadcast.manage|marketplace.live_experience.publish|marketplace.proof_widget.manage","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/live-experience/templates/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/media/:mediaId","GET|PATCH|DELETE","handleCommerceResource","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","PATCH|DELETE via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/media/[mediaId]/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/media/:mediaId/transform","POST","handleMediaTransform","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","WRITE","POST via handleMediaTransform","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/media/[mediaId]/transform/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/media/:mediaId/usage","GET","INLINE_ROUTE_HANDLER","Boutique","CAP-B05-001","marketplace.commerce.view","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/media/[mediaId]/usage/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/media","GET|POST","handleCommerceResource","Boutique","CAP-B05-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/media/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/media/upload","POST","handleMediaUpload","Boutique","CAP-B05-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","WRITE","POST via handleMediaUpload","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/media/upload/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/merchandising/collections","GET|POST","handleCommerceResource","Catégories & collections","CAP-B02-001|CAP-B06-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/merchandising/collections/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/merchandising/placements","GET|POST","handleCommerceResource","Marketing & promotions","CAP-B06-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/merchandising/placements/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/merchandising/publish","POST","handleCommerceAction","Marketing & promotions","CAP-B06-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","WRITE","POST via handleCommerceAction","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/merchandising/publish/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/merchandising/reorder","POST","handleCommerceAction","Marketing & promotions","CAP-B06-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","WRITE","POST via handleCommerceAction","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/merchandising/reorder/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/merchandising/rules","GET|POST","handleCommerceResource","Marketing & promotions","CAP-B06-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/merchandising/rules/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/navigation/items/:itemId","GET|PATCH|DELETE","handleCommerceResource","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","PATCH|DELETE via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/navigation/items/[itemId]/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/navigation/items","GET|POST","handleCommerceResource","Boutique","CAP-B05-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/navigation/items/route.ts; route exports, imported handler chain and server permission authority inspected."
