"source_route","target_route","link_type","authority","status","notes"
"angelcare-marketplace/features/admin/FoundationCockpit.tsx","/angelcare-marketplace/admin/security-audit","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/features/admin/FoundationCockpit.tsx","/angelcare-marketplace/admin/modules","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/features/admin/FoundationGallery.tsx","/angelcare-marketplace/admin/foundation-ui","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/features/public/PublicHome.tsx","/angelcare-marketplace/admin/readiness","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/features/workspace/WorkspaceHome.tsx","/angelcare-marketplace/admin","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/features/workspace/WorkspaceHome.tsx","/angelcare-marketplace/admin/readiness","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/final-authority/components/ExecutiveIntelligenceCockpit.tsx","/angelcare-marketplace/admin/launch/gates","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/final-authority/components/ExecutiveIntelligenceCockpit.tsx","/angelcare-marketplace/admin/qa/defects","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/final-authority/components/ExecutiveIntelligenceCockpit.tsx","/angelcare-marketplace/admin/intelligence/executive","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/final-authority/components/ExecutiveIntelligenceCockpit.tsx","/angelcare-marketplace/admin/growth/opportunities","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/final-vertical/components/DomainPrimitives.tsx","/angelcare-marketplace/admin/action-center","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/finance-authority/components/FinanceCommand.tsx","/angelcare-marketplace/admin/finance/revenue-streams","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/financial-control-ledger/components/FinanceAreaShell.tsx","/angelcare-marketplace/admin/payments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/financial-control-ledger/components/FinanceAreaShell.tsx","/angelcare-marketplace/admin/documents","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/financial-control-ledger/components/FinanceControlLedger.tsx","/angelcare-marketplace/admin/finance/revenue-streams","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/financial-control-ledger/components/FinanceControlLedger.tsx","/angelcare-marketplace/admin/payments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/financial-control-ledger/components/FinanceControlLedger.tsx","/angelcare-marketplace/admin/wallet","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/financial-control-ledger/components/FinanceDrawers.tsx","/angelcare-marketplace/admin/finance/receipts","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/financial-control-ledger/components/FinanceDrawers.tsx","/angelcare-marketplace/admin/documents","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/financial-control-ledger/components/FinanceDrawers.tsx","/angelcare-marketplace/admin/finance/reconciliation","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/footer-studio/components/FooterStudioCommand.tsx","/angelcare-marketplace/admin","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/growth-experience-command/components/GrowthExperienceAreaShell.tsx","/angelcare-marketplace/admin/live-experience-command","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/growth-experience-command/components/GrowthExperienceAreaShell.tsx","/angelcare-marketplace/admin/frontend-experiences","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/journey-control/components/JourneyAdminCommand.tsx","/angelcare-marketplace/admin/journeys/action-center","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/journey-control/components/JourneyAdminCommand.tsx","/angelcare-marketplace/admin/journeys/recovery","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/journey-control/components/JourneyAdminCommand.tsx","/angelcare-marketplace/admin/journeys/analytics","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/journey-control/components/JourneyAdminDetail.tsx","/angelcare-marketplace/admin/journeys","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/live-experience-command/components/LiveExperienceCommand.tsx","/angelcare-marketplace/admin","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/live-experience-command/components/LiveExperienceCommand.tsx","/angelcare-marketplace/admin/live-experience-command/broadcasts","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/localization-intelligence/components/LocalizationCockpit.tsx","/angelcare-marketplace/admin/localization/scanner","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/localization-intelligence/components/LocalizationCockpit.tsx","/angelcare-marketplace/admin/publication","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/localization-intelligence/components/LocalizationCockpit.tsx","/angelcare-marketplace/admin/experience/publishing","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/localization-intelligence/components/LocalizationCockpit.tsx","/angelcare-marketplace/admin/homepage/history","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/marketplace-core/components/MarketplaceCommand.tsx","/angelcare-marketplace/admin/catalog","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/marketplace-core/components/MarketplaceCommand.tsx","/angelcare-marketplace/admin/suppliers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/marketplace-core/components/MarketplaceCommand.tsx","/angelcare-marketplace/admin/quote-baskets","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkAreaShell.tsx","/angelcare-marketplace/admin/supply-network","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkAreaShell.tsx","/angelcare-marketplace/admin/supply-network/providers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkAreaShell.tsx","/angelcare-marketplace/admin/supply-network/availability","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkAreaShell.tsx","/angelcare-marketplace/admin/supply-network/capacity","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkAreaShell.tsx","/angelcare-marketplace/admin/supply-network/assignments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkAreaShell.tsx","/angelcare-marketplace/admin/supply-network/suppliers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkAreaShell.tsx","/angelcare-marketplace/admin/supply-network/vendors","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkAreaShell.tsx","/angelcare-marketplace/admin/supply-network/partners","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkAreaShell.tsx","/angelcare-marketplace/admin/supply-network/quality","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkAreaShell.tsx","/angelcare-marketplace/admin/providers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkCapacityGrid.tsx","/angelcare-marketplace/admin/supply-network/assignments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkCapacityGrid.tsx","/angelcare-marketplace/admin/supply-network/quality","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkCapacityGrid.tsx","/angelcare-marketplace/admin/supply-network/capacity","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkCapacityGrid.tsx","/angelcare-marketplace/admin/suppliers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkCapacityGrid.tsx","/angelcare-marketplace/admin/vendors","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkCapacityGrid.tsx","/angelcare-marketplace/admin/operations/partner-os","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkCapacityGrid.tsx","/angelcare-marketplace/admin/trust/quality-check-360","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkDrawers.tsx","/angelcare-marketplace/admin/vendors","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkDrawers.tsx","/angelcare-marketplace/admin/trust/quality-check-360","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/network-capacity-grid/components/NetworkDrawers.tsx","/angelcare-marketplace/admin/operations/incidents","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-execution/components/MissionDossier.tsx","/angelcare-marketplace/admin/operations/mission-control","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-execution/components/MissionDossier.tsx","/angelcare-marketplace/admin/operations/dispatch","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-execution/components/MissionDossier.tsx","/angelcare-marketplace/admin/operations/incidents","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-execution/components/MissionDossier.tsx","/angelcare-marketplace/admin/operations/proof","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-execution/components/MissionDossier.tsx","/angelcare-marketplace/admin/operations/closure","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-execution/components/OperationsCommand.tsx","/angelcare-marketplace/admin/operations/dispatch","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-reconciliation/components/CounterpartyCommands.tsx","/angelcare-marketplace/admin/providers/eligibility","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-reconciliation/components/CounterpartyCommands.tsx","/angelcare-marketplace/admin/providers/payable-eligibility","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-reconciliation/components/FulfillmentDossier.tsx","/angelcare-marketplace/admin/operations/fulfillment","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-reconciliation/components/OperationsCommerceCommand.tsx","/angelcare-marketplace/admin/operations/action-center","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-reconciliation/components/OperationsCommerceCommand.tsx","/angelcare-marketplace/admin/operations/live","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-reconciliation/components/OperationsCommerceCommand.tsx","/angelcare-marketplace/admin/operations/analytics","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-reconciliation/components/OperationsCommerceCommand.tsx","/angelcare-marketplace/admin/operations/fulfillment","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/operations-reconciliation/components/OperationsQueuePage.tsx","/angelcare-marketplace/admin/operations","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/production-activation/components/ActivationCommand.tsx","/angelcare-marketplace/admin/catalog/items/new","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/provider-workforce/components/ProviderCommand.tsx","/angelcare-marketplace/admin/providers/eligibility","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/provider-workforce/components/ProviderDossier.tsx","/angelcare-marketplace/admin/providers/documents","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/provider-workforce/components/ProviderDossier.tsx","/angelcare-marketplace/admin/providers/availability","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/provider-workforce/components/ProviderDossier.tsx","/angelcare-marketplace/admin/supply-network/assignments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/provider-workforce/components/ProviderDossier.tsx","/angelcare-marketplace/admin/providers/payable-eligibility","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/provider-workforce/components/ProviderDossier.tsx","/angelcare-marketplace/admin/providers/performance","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/orders","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/catalog/items","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/catalog/categories","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/customers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/boutique","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/promotions","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/operations","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/supply-network","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/academy","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/verticals","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/finance","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/trust","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/analytics","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/AdminNavigation.tsx","/angelcare-marketplace/admin/configuration","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/shells/WorkspaceShell.tsx","/angelcare-marketplace/admin","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/sovereign-control/components/SovereignCockpit.tsx","/angelcare-marketplace/admin/approvals","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/sovereign-control/components/SovereignCockpit.tsx","/angelcare-marketplace/admin/search","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/territory-os/components/TerritoryCommandCockpit.tsx","/angelcare-marketplace/admin/territories/new","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/territory-os/components/TerritoryCommandCockpit.tsx","/angelcare-marketplace/admin/territories/clone","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/territory-os/components/TerritoryCommandCockpit.tsx","/angelcare-marketplace/admin/territories/registry","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/total-commerce-control/components/CustomerCommerceDossier.tsx","/angelcare-marketplace/admin/conversion/baskets","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/total-commerce-control/components/FrontendControlCommand.tsx","/angelcare-marketplace/admin/experience/pages/new","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/total-commerce-control/components/FrontendControlCommand.tsx","/angelcare-marketplace/admin/media","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/total-commerce-control/components/FrontendControlCommand.tsx","/angelcare-marketplace/admin/publication","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/total-commerce-control/components/ProductExcellenceCommand.tsx","/angelcare-marketplace/admin/catalog/items","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/total-commerce-control/components/ProductExcellenceCommand.tsx","/angelcare-marketplace/admin/frontend-experiences/surfaces","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/total-commerce-control/components/ProductExcellenceCommand.tsx","/angelcare-marketplace/admin/orders","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/total-commerce-control/components/ProductExcellenceCommand.tsx","/angelcare-marketplace/admin/customers/commerce","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/transaction-flight-deck/components/TransactionAreaShell.tsx","/angelcare-marketplace/admin/orders/new","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/transaction-flight-deck/components/TransactionAreaShell.tsx","/angelcare-marketplace/admin/search","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/transaction-flight-deck/components/TransactionAreaShell.tsx","/angelcare-marketplace/admin/my-workspace","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/transaction-flight-deck/components/TransactionAreaShell.tsx","/angelcare-marketplace/admin/orders","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/trust-quality/components/TrustCommand.tsx","/angelcare-marketplace/admin/trust/sops","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/trust-quality/components/TrustCommand.tsx","/angelcare-marketplace/admin/trust/quality-check-360","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/trust-quality/components/TrustCommand.tsx","/angelcare-marketplace/admin/trust/complaints","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/trust-quality/components/TrustContextInspectors.tsx","/angelcare-marketplace/admin/trust/evidence","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/trust-quality/components/TrustContextInspectors.tsx","/angelcare-marketplace/admin/trust/badges","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/trust-quality/components/TrustContextInspectors.tsx","/angelcare-marketplace/admin/trust/non-conformities","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/trust-quality/components/TrustContextInspectors.tsx","/angelcare-marketplace/admin/trust/corrective-actions","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
