"capability_id","batch","canonical_workspace","capability_family","capability_name","operator_purpose","canonical_route","interaction_surface","source_pages","source_components","source_api_routes","repository_service_authority","mutation_authority","lifecycle_authority","permission_authority","related_objects","downstream_effects","approved_design_reference","disposition","implementation_status","verification_status","source_review_status","evidence_notes"
"CAP-B06-006","B06","Marketing & promotions","SEGMENTS AUDIENCE BUILDER","SEGMENTS AUDIENCE BUILDER","Advanced AND/OR audience rules, preview, persistent segments, recalculate, duplicate, archive, CSV result and promotion draft targeting","/angelcare-marketplace/admin/segments","Rule-group builder, governed archive dialog and result registry","/angelcare-marketplace/admin/segments","SegmentBuilder","NOT_APPLICABLE","enterprise-command","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.admin.access|marketplace.merchandising.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-06/ANGELCARE_MARKETPLACE_ADMIN_BATCH_06_FINAL_TRUE/06_SEGMENTS_AUDIENCE_BUILDER.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Compared with PNG 06; real customer commerce aggregation and persisted memberships are exposed without external-CDP claims. Canonical source: app/angelcare-marketplace/(protected)/admin/segments/page.tsx."
"CAP-B06-007","B06","Marketing & promotions","SEARCH DISCOVERY CONTROL","SEARCH DISCOVERY CONTROL","Rule registry, filters, draft/active lifecycle, all seven rule types and real public search test bench","/angelcare-marketplace/admin/discovery-control","Sticky rule inspector, governed activation/suspension and real-result diagnostic surface","/angelcare-marketplace/admin/discovery-control","DiscoveryControl","NOT_APPLICABLE","total-commerce-control","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.merchandising.view|marketplace.merchandising.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-06/ANGELCARE_MARKETPLACE_ADMIN_BATCH_06_FINAL_TRUE/07_SEARCH_DISCOVERY_CONTROL.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Compared with PNG 07; test bench calls GET /api/angelcare-marketplace/discovery/search and reports only returned catalog/rule evidence. Canonical source: app/angelcare-marketplace/(protected)/admin/discovery-control/page.tsx."
"CAP-B06-008","B06","Marketing & promotions","GROWTH RECOVERY RETENTION","GROWTH RECOVERY RETENTION","Hypothesis, plan, approval, activation, monitor, analysis, decision, scale/stop/close with source intake","/angelcare-marketplace/admin/growth/recovery","GovernedCommandDialog for create and every lifecycle command; decision journal","/angelcare-marketplace/admin/growth/recovery","GrowthExecutionCommand","NOT_APPLICABLE","reality-completion","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.growth.experiments.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-06/ANGELCARE_MARKETPLACE_ADMIN_BATCH_06_FINAL_TRUE/08_GROWTH_RECOVERY_RETENTION.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Compared with PNG 08; no messaging-provider or churn automation is claimed. Canonical source: app/angelcare-marketplace/(protected)/admin/growth/recovery/page.tsx."
"CAP-B06-009","B06","Marketing & promotions","EXPERIMENTS GOVERNANCE","EXPERIMENTS GOVERNANCE","Variants, weights, deterministic allocation objective, windows, evidence, winner and exact lifecycle","/angelcare-marketplace/admin/live-experience-command/experiments","Experiment inspector and governed lifecycle decision modal","/angelcare-marketplace/admin/live-experience-command/experiments","LiveGovernanceCommand mode=experiments","NOT_APPLICABLE","live-experience-command","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.live_experience.view|marketplace.live_experience.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-06/ANGELCARE_MARKETPLACE_ADMIN_BATCH_06_FINAL_TRUE/09_EXPERIMENTS_GOVERNANCE.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Compared with PNG 09; no p-value, confidence or uplift is fabricated. Canonical source: app/angelcare-marketplace/(protected)/admin/live-experience-command/experiments/page.tsx."
"CAP-B06-010","B06","Marketing & promotions","GROWTH EXECUTION OPPORTUNITIES","GROWTH EXECUTION OPPORTUNITIES","Governed initiative creation, source qualification, plan/approval/activation/measure/decision/scale-stop and evidence journal","/angelcare-marketplace/admin/growth/opportunities","Governed command dialogs, source intake and immutable event rail","/angelcare-marketplace/admin/growth/opportunities","GrowthExecutionCommand","NOT_APPLICABLE","reality-completion","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.growth.experiments.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-06/ANGELCARE_MARKETPLACE_ADMIN_BATCH_06_FINAL_TRUE/10_GROWTH_EXECUTION_OPPORTUNITIES.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Compared with PNG 10; budget and incremental revenue are operator-provided persisted fields, not inferred ROI. Canonical source: app/angelcare-marketplace/(protected)/admin/growth/opportunities/page.tsx."
"CAP-B07-001","B07","Opérations","OPERATIONS TODAY LIVE COMMAND CENTER","OPERATIONS TODAY LIVE COMMAND CENTER","Live operating priorities, SLA pressure, mission queues, blockers and cross-domain drilldown","/angelcare-marketplace/admin/operations/today","Operations queue inspectors and contextual mission links","/angelcare-marketplace/admin/catalog/import|/angelcare-marketplace/admin/customers/:customerId/command|/angelcare-marketplace/admin/documents|/angelcare-marketplace/admin/enterprise-command|/angelcare-marketplace/admin/live-map|/angelcare-marketplace/admin/my-workspace|/angelcare-marketplace/admin/operating/:caseId|/angelcare-marketplace/admin/operating|/angelcare-marketplace/admin/operations/academy|/angelcare-marketplace/admin/operations/action-center|/angelcare-marketplace/admin/operations/analytics|/angelcare-marketplace/admin/operations/b2b|/angelcare-marketplace/admin/operations/checklists|/angelcare-marketplace/admin/operations/configuration|/angelcare-marketplace/admin/operations/dispatch|/angelcare-marketplace/admin/operations/disputes|/angelcare-marketplace/admin/operations/escalations|/angelcare-marketplace/admin/operations/exceptions|/angelcare-marketplace/admin/operations/fulfillment/:caseId|/angelcare-marketplace/admin/operations/fulfillment|/angelcare-marketplace/admin/operations/live|/angelcare-marketplace/admin/operations/orders|/angelcare-marketplace/admin/operations/partner-os|/angelcare-marketplace/admin/operations/proof|/angelcare-marketplace/admin/operations/quality-check|/angelcare-marketplace/admin/operations/reconciliation|/angelcare-marketplace/admin/operations/replacements|/angelcare-marketplace/admin/operations/reports|/angelcare-marketplace/admin/operations/returns|/angelcare-marketplace/admin/operations/services|/angelcare-marketplace/admin/operations/settlements|/angelcare-marketplace/admin/operations/today|/angelcare-marketplace/admin/operations/validation|/angelcare-marketplace/admin/orders/:orderId/command","OperationsCommand","/api/angelcare-marketplace/admin/enterprise-command/bulk-operations|/api/angelcare-marketplace/admin/enterprise-command/command-center|/api/angelcare-marketplace/admin/enterprise-command/customers/:customerId|/api/angelcare-marketplace/admin/enterprise-command/documents/export|/api/angelcare-marketplace/admin/enterprise-command/live-map|/api/angelcare-marketplace/admin/enterprise-command/missions|/api/angelcare-marketplace/admin/enterprise-command/operator-workspace|/api/angelcare-marketplace/admin/enterprise-command/orders/:orderId/operate|/api/angelcare-marketplace/admin/enterprise-command/orders/:orderId|/api/angelcare-marketplace/admin/enterprise-command/product-import/commit|/api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/:jobId/result|/api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/:jobId/retry|/api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/:jobId|/api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/:jobId/run|/api/angelcare-marketplace/admin/enterprise-command/product-import/jobs|/api/angelcare-marketplace/admin/enterprise-command/product-import/preview|/api/angelcare-marketplace/admin/enterprise-command/search|/api/angelcare-marketplace/admin/enterprise-command/segments/saved/:segmentId|/api/angelcare-marketplace/admin/enterprise-command/templates/:templateKey/versions|/api/angelcare-marketplace/admin/enterprise-command/templates|/api/angelcare-marketplace/admin/operating/approvals/:approvalId/decision|/api/angelcare-marketplace/admin/operating/cases/:caseId/approvals|/api/angelcare-marketplace/admin/operating/cases/:caseId/assignments|/api/angelcare-marketplace/admin/operating/cases/:caseId/comments|/api/angelcare-marketplace/admin/operating/cases/:caseId/evidence|/api/angelcare-marketplace/admin/operating/cases/:caseId/exceptions|/api/angelcare-marketplace/admin/operating/cases/:caseId/recovery|/api/angelcare-marketplace/admin/operating/cases/:caseId|/api/angelcare-marketplace/admin/operating/cases/:caseId/transition|/api/angelcare-marketplace/admin/operating/cases|/api/angelcare-marketplace/admin/operating/evidence/:evidenceId/review|/api/angelcare-marketplace/admin/operating/exceptions/:exceptionId/transition|/api/angelcare-marketplace/journeys/:journeyId/actions/:actionId/complete|/api/angelcare-marketplace/journeys/:journeyId/change-requests|/api/angelcare-marketplace/journeys/:journeyId/recovery|/api/angelcare-marketplace/journeys/:journeyId|/api/angelcare-marketplace/journeys/account|/api/angelcare-marketplace/journeys/admin/:journeyId|/api/angelcare-marketplace/journeys/admin|/api/angelcare-marketplace/journeys/admin/summary|/api/angelcare-marketplace/journeys/notifications/:notificationId/acknowledge|/api/angelcare-marketplace/journeys|/api/angelcare-marketplace/operations/check-events|/api/angelcare-marketplace/operations/checklists|/api/angelcare-marketplace/operations/commerce/summary|/api/angelcare-marketplace/operations/daily-closures|/api/angelcare-marketplace/operations/disputes/:disputeId/transition|/api/angelcare-marketplace/operations/disputes|/api/angelcare-marketplace/operations/escalations|/api/angelcare-marketplace/operations/evidence/:evidenceId/review|/api/angelcare-marketplace/operations/fulfillment/:caseId/evidence|/api/angelcare-marketplace/operations/fulfillment/:caseId|/api/angelcare-marketplace/operations/fulfillment/:caseId/transition|/api/angelcare-marketplace/operations/fulfillment|/api/angelcare-marketplace/operations/incidents/:incidentId/transition|/api/angelcare-marketplace/operations/incidents|/api/angelcare-marketplace/operations/missions/:missionId/dispatch|/api/angelcare-marketplace/operations/missions/:missionId|/api/angelcare-marketplace/operations/missions/:missionId/transition|/api/angelcare-marketplace/operations/missions|/api/angelcare-marketplace/operations/proof|/api/angelcare-marketplace/operations/proposals/:proposalId/decision|/api/angelcare-marketplace/operations/providers|/api/angelcare-marketplace/operations/reconciliation/:caseId/handover|/api/angelcare-marketplace/operations/reconciliation/:caseId/transition|/api/angelcare-marketplace/operations/reconciliation/lines/:lineId/decision|/api/angelcare-marketplace/operations/reconciliation|/api/angelcare-marketplace/operations/recovery/:planId/transition|/api/angelcare-marketplace/operations/recovery|/api/angelcare-marketplace/operations/replacements/:caseId/transition|/api/angelcare-marketplace/operations/reports|/api/angelcare-marketplace/operations/returns/:caseId/transition|/api/angelcare-marketplace/operations/returns|/api/angelcare-marketplace/operations/settlements/:settlementId/readiness|/api/angelcare-marketplace/operations/settlements|/api/angelcare-marketplace/operations/summary|/api/angelcare-marketplace/operations/vendors|/api/angelcare-marketplace/territories/:territoryCode/health|/api/angelcare-marketplace/territories/:territoryCode/overrides|/api/angelcare-marketplace/territories/:territoryCode/preview|/api/angelcare-marketplace/territories/:territoryCode/readiness/:gateKey|/api/angelcare-marketplace/territories/:territoryCode/readiness|/api/angelcare-marketplace/territories/:territoryCode/readiness/sign-off|/api/angelcare-marketplace/territories/:territoryCode/readiness/validate|/api/angelcare-marketplace/territories/:territoryCode|/api/angelcare-marketplace/territories/:territoryCode/settings/:settingKey|/api/angelcare-marketplace/territories/:territoryCode/settings|/api/angelcare-marketplace/territories/:territoryCode/transition|/api/angelcare-marketplace/territories/clone|/api/angelcare-marketplace/territories/export|/api/angelcare-marketplace/territories|/api/angelcare-marketplace/territories/templates|/api/angelcare-marketplace/territory-overrides/:overrideId/review|/api/angelcare-marketplace/territory-overrides/:overrideId/rollback|/api/angelcare-marketplace/territory-overrides/:overrideId","enterprise-command|admin-operating|operations-reconciliation|operations-execution|server|journey-control|territory-os","POST /api/angelcare-marketplace/admin/enterprise-command/documents/export|PATCH /api/angelcare-marketplace/admin/enterprise-command/operator-workspace|PATCH /api/angelcare-marketplace/admin/enterprise-command/orders/:orderId/operate|POST /api/angelcare-marketplace/admin/enterprise-command/product-import/commit|POST /api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/:jobId/retry|POST /api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/:jobId/run|POST /api/angelcare-marketplace/admin/enterprise-command/product-import/jobs|POST /api/angelcare-marketplace/admin/enterprise-command/product-import/preview|PATCH|DELETE /api/angelcare-marketplace/admin/enterprise-command/segments/saved/:segmentId|POST /api/angelcare-marketplace/admin/enterprise-command/templates/:templateKey/versions|POST /api/angelcare-marketplace/admin/enterprise-command/templates|POST /api/angelcare-marketplace/admin/operating/approvals/:approvalId/decision|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/approvals|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/assignments|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/comments|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/evidence|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/exceptions|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/recovery|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/transition|POST /api/angelcare-marketplace/admin/operating/cases|POST /api/angelcare-marketplace/admin/operating/evidence/:evidenceId/review|POST /api/angelcare-marketplace/admin/operating/exceptions/:exceptionId/transition|POST /api/angelcare-marketplace/journeys/:journeyId/actions/:actionId/complete|POST /api/angelcare-marketplace/journeys/:journeyId/change-requests|POST /api/angelcare-marketplace/journeys/:journeyId/recovery|PATCH /api/angelcare-marketplace/journeys/admin/:journeyId|POST /api/angelcare-marketplace/journeys/notifications/:notificationId/acknowledge|POST /api/angelcare-marketplace/operations/check-events|POST /api/angelcare-marketplace/operations/daily-closures|POST /api/angelcare-marketplace/operations/disputes/:disputeId/transition|POST /api/angelcare-marketplace/operations/disputes|POST /api/angelcare-marketplace/operations/evidence/:evidenceId/review|POST /api/angelcare-marketplace/operations/fulfillment/:caseId/evidence|POST /api/angelcare-marketplace/operations/fulfillment/:caseId/transition|POST /api/angelcare-marketplace/operations/incidents/:incidentId/transition|POST /api/angelcare-marketplace/operations/incidents|POST /api/angelcare-marketplace/operations/missions/:missionId/dispatch|POST /api/angelcare-marketplace/operations/missions/:missionId/transition|POST /api/angelcare-marketplace/operations/missions|POST /api/angelcare-marketplace/operations/proposals/:proposalId/decision|POST /api/angelcare-marketplace/operations/reconciliation/:caseId/handover|POST /api/angelcare-marketplace/operations/reconciliation/:caseId/transition|POST /api/angelcare-marketplace/operations/reconciliation/lines/:lineId/decision|POST /api/angelcare-marketplace/operations/recovery/:planId/transition|POST /api/angelcare-marketplace/operations/recovery|POST /api/angelcare-marketplace/operations/replacements/:caseId/transition|POST /api/angelcare-marketplace/operations/returns/:caseId/transition|POST /api/angelcare-marketplace/operations/settlements/:settlementId/readiness|POST /api/angelcare-marketplace/territories/:territoryCode/health|POST /api/angelcare-marketplace/territories/:territoryCode/overrides|PATCH /api/angelcare-marketplace/territories/:territoryCode/readiness/:gateKey|POST /api/angelcare-marketplace/territories/:territoryCode/readiness/sign-off|POST /api/angelcare-marketplace/territories/:territoryCode/readiness/validate|PATCH /api/angelcare-marketplace/territories/:territoryCode|PATCH /api/angelcare-marketplace/territories/:territoryCode/settings/:settingKey|POST /api/angelcare-marketplace/territories/:territoryCode/transition|POST /api/angelcare-marketplace/territory-overrides/:overrideId/review|POST /api/angelcare-marketplace/territory-overrides/:overrideId/rollback","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.admin.access|marketplace.operating_kernel.view|marketplace.operations.view|marketplace.operations.dispatch.manage|marketplace.finance.view|AUTHENTICATED_MARKETPLACE_CONTEXT|marketplace.operations.missions.manage|marketplace.operating_kernel.manage|marketplace.operating_kernel.approve|marketplace.journeys.view|marketplace.journeys.manage|marketplace.operations.missions.create|marketplace.operations.assign|marketplace.providers.self.access|marketplace.operations.incidents.manage|marketplace.operations.closure.approve|marketplace.providers.view|marketplace.finance.reconciliation.manage|marketplace.operations.evidence.manage|marketplace.operations.returns.manage|marketplace.operations.disputes.manage|marketplace.operations.recovery.manage|marketplace.operations.reconciliation.approve|marketplace.territories.submit_review|marketplace.territories.approve_soft_launch|marketplace.territories.approve_live|marketplace.territories.pause|marketplace.territories.archive|marketplace.territories.update|marketplace.territories.resume|marketplace.territories.view|marketplace.territories.create|marketplace.territories.clone|marketplace.territory_settings.view|marketplace.territory_settings.manage|marketplace.territory_overrides.view|marketplace.territory_overrides.create|marketplace.territory_overrides.approve|marketplace.territory_overrides.reject|marketplace.territory_overrides.rollback|marketplace.territory_readiness.view|marketplace.territory_readiness.manage|marketplace.territory_readiness.review|marketplace.territory_readiness.sign_off|marketplace.territory_health.view|marketplace.territory_health.manage|marketplace.territories.preview|marketplace.territories.export","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-07/ANGELCARE_MARKETPLACE_ADMIN_BATCH_07_FINAL_EXCELLENCE/01_OPERATIONS_TODAY_LIVE_COMMAND_CENTER.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Approved screen reconciled to OperationsCommand at /angelcare-marketplace/admin/operations/today; mapping authority, route guard, repository/API chain and source-supported interactions were reviewed during Batch 07 implementation. Runtime visual comparison remains the documented environment gate. Canonical source: app/angelcare-marketplace/(protected)/admin/operations/today/page.tsx."
"CAP-B07-002","B07","Opérations","FULFILLMENT DISPATCH MISSION CONTROL","FULFILLMENT DISPATCH MISSION CONTROL","Dispatch, assignment, readiness and fulfillment intervention using mission authority","/angelcare-marketplace/admin/operations/mission-control","Assignment and fulfillment intervention surfaces","/angelcare-marketplace/admin/operations/mission-control","FulfillmentMissionControl","NOT_APPLICABLE","enterprise-command","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.admin.access|marketplace.operations.view|marketplace.operations.dispatch.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-07/ANGELCARE_MARKETPLACE_ADMIN_BATCH_07_FINAL_EXCELLENCE/02_FULFILLMENT_DISPATCH_MISSION_CONTROL.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Approved screen reconciled to FulfillmentMissionControl at /angelcare-marketplace/admin/operations/mission-control; mapping authority, route guard, repository/API chain and source-supported interactions were reviewed during Batch 07 implementation. Runtime visual comparison remains the documented environment gate. Canonical source: app/angelcare-marketplace/(protected)/admin/operations/mission-control/page.tsx."
"CAP-B07-003","B07","Opérations","MISSION 360 CHECKLIST PROOF VALIDATION","MISSION 360 CHECKLIST PROOF VALIDATION","Mission 360 lifecycle, checklist, proof, validation, evidence and related-object continuity","/angelcare-marketplace/admin/operations/missions/[missionId]","Mission lifecycle and evidence inspectors","/angelcare-marketplace/admin/operations/missions/:missionId|/angelcare-marketplace/admin/operations/missions|/angelcare-marketplace/admin/operations|/angelcare-marketplace/admin/operations/missions/[missionId]","MissionDossier","NOT_APPLICABLE","operations-execution|operations-reconciliation","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.operations.view|marketplace.operations.missions.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-07/ANGELCARE_MARKETPLACE_ADMIN_BATCH_07_FINAL_EXCELLENCE/03_MISSION_360_CHECKLIST_PROOF_VALIDATION.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Approved screen reconciled to MissionDossier at /angelcare-marketplace/admin/operations/missions/[missionId]; mapping authority, route guard, repository/API chain and source-supported interactions were reviewed during Batch 07 implementation. Runtime visual comparison remains the documented environment gate. Canonical source: app/angelcare-marketplace/(protected)/admin/operations/missions/[missionId]/page.tsx."
"CAP-B07-004","B07","Opérations","JOURNEY CONTROL POST CONVERSION","JOURNEY CONTROL POST CONVERSION","Post-conversion journey queues, dossier, evidence, intervention and recovery","/angelcare-marketplace/admin/journeys","Journey action panel and evidence detail","/angelcare-marketplace/admin/journeys/:journeyId|/angelcare-marketplace/admin/journeys/action-center|/angelcare-marketplace/admin/journeys/analytics|/angelcare-marketplace/admin/journeys/assessments|/angelcare-marketplace/admin/journeys/bookings|/angelcare-marketplace/admin/journeys/configuration|/angelcare-marketplace/admin/journeys/documents|/angelcare-marketplace/admin/journeys/enrollments|/angelcare-marketplace/admin/journeys/exceptions|/angelcare-marketplace/admin/journeys/fulfillment|/angelcare-marketplace/admin/journeys/notifications|/angelcare-marketplace/admin/journeys/orders|/angelcare-marketplace/admin/journeys|/angelcare-marketplace/admin/journeys/quotations|/angelcare-marketplace/admin/journeys/recovery|/angelcare-marketplace/admin/journeys/subscriptions","JourneyAdminCommand; JourneyAdminDetail","NOT_APPLICABLE","journey-control","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.journeys.view|marketplace.journeys.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-07/ANGELCARE_MARKETPLACE_ADMIN_BATCH_07_FINAL_EXCELLENCE/04_JOURNEY_CONTROL_POST_CONVERSION.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Approved screen reconciled to JourneyAdminCommand; JourneyAdminDetail at /angelcare-marketplace/admin/journeys; mapping authority, route guard, repository/API chain and source-supported interactions were reviewed during Batch 07 implementation. Runtime visual comparison remains the documented environment gate. Canonical source: app/angelcare-marketplace/(protected)/admin/journeys/page.tsx."
"CAP-B07-005","B07","Opérations","INCIDENTS EXCEPTIONS ESCALATIONS DISPUTES","INCIDENTS EXCEPTIONS ESCALATIONS DISPUTES","Incident, exception, escalation and dispute triage with ownership and evidence","/angelcare-marketplace/admin/operations/incidents","Incident decision and escalation inspectors","/angelcare-marketplace/admin/operations/incidents","IncidentAuthorityClient; ExceptionCockpit; DisputeCommand","NOT_APPLICABLE","operations-execution","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.operations.view","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-07/ANGELCARE_MARKETPLACE_ADMIN_BATCH_07_FINAL_EXCELLENCE/05_INCIDENTS_EXCEPTIONS_ESCALATIONS_DISPUTES.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Approved screen reconciled to IncidentAuthorityClient; ExceptionCockpit; DisputeCommand at /angelcare-marketplace/admin/operations/incidents; mapping authority, route guard, repository/API chain and source-supported interactions were reviewed during Batch 07 implementation. Runtime visual comparison remains the documented environment gate. Canonical source: app/angelcare-marketplace/(protected)/admin/operations/incidents/page.tsx."
"CAP-B07-006","B07","Opérations","RETURNS REPLACEMENTS RECOVERY","RETURNS REPLACEMENTS RECOVERY","Returns, replacements and source-supported recovery paths","/angelcare-marketplace/admin/operations/recovery","Recovery and return decision surfaces","/angelcare-marketplace/admin/operations/recovery","RecoveryCommand; ReturnsCommand","NOT_APPLICABLE","operations-reconciliation","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.operations.view","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-07/ANGELCARE_MARKETPLACE_ADMIN_BATCH_07_FINAL_EXCELLENCE/06_RETURNS_REPLACEMENTS_RECOVERY.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Approved screen reconciled to RecoveryCommand; ReturnsCommand at /angelcare-marketplace/admin/operations/recovery; mapping authority, route guard, repository/API chain and source-supported interactions were reviewed during Batch 07 implementation. Runtime visual comparison remains the documented environment gate. Canonical source: app/angelcare-marketplace/(protected)/admin/operations/recovery/page.tsx."
"CAP-B07-007","B07","Opérations","RECONCILIATION SETTLEMENTS DAILY CLOSURE","RECONCILIATION SETTLEMENTS DAILY CLOSURE","Daily closure, reconciliation handoff, settlement evidence and approval","/angelcare-marketplace/admin/operations/closure","Closure approval and reconciliation inspectors","/angelcare-marketplace/admin/operations/closure","DailyClosureBoard; ReconciliationCommand; SettlementCommand","NOT_APPLICABLE","operations-execution","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.operations.view|marketplace.operations.closure.approve","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-07/ANGELCARE_MARKETPLACE_ADMIN_BATCH_07_FINAL_EXCELLENCE/07_RECONCILIATION_SETTLEMENTS_DAILY_CLOSURE.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Approved screen reconciled to DailyClosureBoard; ReconciliationCommand; SettlementCommand at /angelcare-marketplace/admin/operations/closure; mapping authority, route guard, repository/API chain and source-supported interactions were reviewed during Batch 07 implementation. Runtime visual comparison remains the documented environment gate. Canonical source: app/angelcare-marketplace/(protected)/admin/operations/closure/page.tsx."
