"capability_id","route","workspace","loading","empty","first_use","populated","filtered_empty","partial","stale","validation_error","server_error","permission_denied","blocked","dependency_missing","approval_pending","success","save_failure","unsaved","conflict","paused","archived","not_ready","source_review_status","notes"
"CAP-B04-008","/angelcare-marketplace/admin/subscriptions","Commandes & réservations","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","SubscriptionCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B04-009","/angelcare-marketplace/admin/conversion","Commandes & réservations","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","ConversionAdminCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B04-010","/angelcare-marketplace/admin/conversion/sessions/[sessionId]","Commandes & réservations","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","ConversionSessionDossier; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B05-001","/angelcare-marketplace/admin/boutique","Boutique","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","FrontendControlCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B05-002","/angelcare-marketplace/admin/homepage/hero","Boutique","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","HeroCampaignStudio; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B05-003","/angelcare-marketplace/admin/homepage/composer","Boutique","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","HomepageDesigner2; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B05-004","/angelcare-marketplace/admin/experience/pages","Boutique","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","PageRegistry; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B05-005","/angelcare-marketplace/admin/experience/pages/[pageId]/builder","Boutique","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","PageBuilderClient / PageDossierClient; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B05-006","/angelcare-marketplace/admin/media","Boutique","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","MediaLibraryStudio; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B05-007","/angelcare-marketplace/admin/navigation/header","Boutique","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","NavigationStudio; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B05-008","/angelcare-marketplace/admin/footer-studio","Boutique","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","FooterStudioCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B05-009","/angelcare-marketplace/admin/frontend-experiences/surfaces","Boutique","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","SurfaceRegistryStudio / SurfaceExperienceStudio; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B05-010","/angelcare-marketplace/admin/localization","Boutique","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","LocalizationCockpit / PublicationStudio; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B06-001","/angelcare-marketplace/admin/growth-experience","Marketing & promotions","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","GrowthExperienceCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B06-002","/angelcare-marketplace/admin/promotions","Marketing & promotions","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","PromotionCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B06-003","/angelcare-marketplace/admin/live-experience-command","Marketing & promotions","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","LiveExperienceCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B06-004","/angelcare-marketplace/admin/live-experience-command/audiences","Marketing & promotions","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","LiveGovernanceCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B06-005","/angelcare-marketplace/admin/merchandising","Marketing & promotions","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","MerchandisingStudio; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B06-006","/angelcare-marketplace/admin/segments","Marketing & promotions","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","SegmentBuilder; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B06-007","/angelcare-marketplace/admin/discovery-control","Marketing & promotions","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","DiscoveryControl; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B06-008","/angelcare-marketplace/admin/growth/recovery","Marketing & promotions","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","GrowthExecutionCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B06-009","/angelcare-marketplace/admin/live-experience-command/experiments","Marketing & promotions","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","LiveGovernanceCommand mode=experiments; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B06-010","/angelcare-marketplace/admin/growth/opportunities","Marketing & promotions","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","GrowthExecutionCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B07-001","/angelcare-marketplace/admin/operations/today","Opérations","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","OperationsCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B07-002","/angelcare-marketplace/admin/operations/mission-control","Opérations","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","FulfillmentMissionControl; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B07-003","/angelcare-marketplace/admin/operations/missions/[missionId]","Opérations","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","MissionDossier; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B07-004","/angelcare-marketplace/admin/journeys","Opérations","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","JourneyAdminCommand; JourneyAdminDetail; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B07-005","/angelcare-marketplace/admin/operations/incidents","Opérations","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","IncidentAuthorityClient; ExceptionCockpit; DisputeCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B07-006","/angelcare-marketplace/admin/operations/recovery","Opérations","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","RecoveryCommand; ReturnsCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B07-007","/angelcare-marketplace/admin/operations/closure","Opérations","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","DailyClosureBoard; ReconciliationCommand; SettlementCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B07-008","/angelcare-marketplace/admin/territories","Opérations","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","TerritoryCommandCockpit; TerritoryDetailCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B07-009","/angelcare-marketplace/admin/orders-fulfillment","Opérations","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","FlightDeckWorkspace; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B07-010","/angelcare-marketplace/admin/bulk-operations","Opérations","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","BulkOperationsCenter; DocumentFactoryCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B08-001","/angelcare-marketplace/admin/supply-network","Prestataires & fournisseurs","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","NetworkAreaPage; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B08-002","/angelcare-marketplace/admin/providers","Prestataires & fournisseurs","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","ProviderCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B08-003","/angelcare-marketplace/admin/providers/dossiers/[providerId]","Prestataires & fournisseurs","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","ProviderDossier; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B08-004","/angelcare-marketplace/admin/providers/documents","Prestataires & fournisseurs","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","ProviderDossier; ProviderActionClient; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B08-005","/angelcare-marketplace/admin/providers/assignments","Prestataires & fournisseurs","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","ProviderCommand; ProviderDossier; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B08-006","/angelcare-marketplace/admin/vendors","Prestataires & fournisseurs","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","VendorAuthorityClient; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B08-007","/angelcare-marketplace/admin/vendors/contracts","Prestataires & fournisseurs","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","VendorAuthorityClient; only states recorded in the approved-screen implementation evidence are asserted."
