"source_item_id","source_kind","source_file","route","batch_mapping","exported_symbols","imports","referenced_components","repository_service_symbols","redirect_information","operator_relevance","capability_ids","review_status","authority_classification","final_disposition","evidence"
"PAGE-263","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/journeys/enrollments/page.tsx","/angelcare-marketplace/admin/journeys/enrollments","B04|B07","NONE","@/angelcare-marketplace/auth/context|@/angelcare-marketplace/journey-control/components/JourneyAdminCommand|@/angelcare-marketplace/journey-control/repository","auth/context|journey-control/components/JourneyAdminCommand|journey-control/repository","repository","NONE","YES","CAP-B07-004","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/journeys/enrollments/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-264","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/journeys/exceptions/page.tsx","/angelcare-marketplace/admin/journeys/exceptions","B07","NONE","@/angelcare-marketplace/auth/context|@/angelcare-marketplace/journey-control/components/JourneyAdminCommand|@/angelcare-marketplace/journey-control/repository","auth/context|journey-control/components/JourneyAdminCommand|journey-control/repository","repository","NONE","YES","CAP-B07-004","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/journeys/exceptions/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-265","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/journeys/fulfillment/page.tsx","/angelcare-marketplace/admin/journeys/fulfillment","B07","NONE","@/angelcare-marketplace/auth/context|@/angelcare-marketplace/journey-control/components/JourneyAdminCommand|@/angelcare-marketplace/journey-control/repository","auth/context|journey-control/components/JourneyAdminCommand|journey-control/repository","repository","NONE","YES","CAP-B07-004","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/journeys/fulfillment/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-266","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/journeys/notifications/page.tsx","/angelcare-marketplace/admin/journeys/notifications","B07","NONE","@/angelcare-marketplace/auth/context|@/angelcare-marketplace/journey-control/components/JourneyAdminCommand|@/angelcare-marketplace/journey-control/repository","auth/context|journey-control/components/JourneyAdminCommand|journey-control/repository","repository","NONE","YES","CAP-B07-004","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/journeys/notifications/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-267","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/journeys/orders/page.tsx","/angelcare-marketplace/admin/journeys/orders","B04|B07","NONE","@/angelcare-marketplace/auth/context|@/angelcare-marketplace/journey-control/components/JourneyAdminCommand|@/angelcare-marketplace/journey-control/repository","auth/context|journey-control/components/JourneyAdminCommand|journey-control/repository","repository","NONE","YES","CAP-B07-004","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/journeys/orders/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-268","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/journeys/page.tsx","/angelcare-marketplace/admin/journeys","B04|B07","NONE","@/angelcare-marketplace/auth/context|@/angelcare-marketplace/journey-control/components/JourneyAdminCommand|@/angelcare-marketplace/journey-control/repository","auth/context|journey-control/components/JourneyAdminCommand|journey-control/repository","repository","NONE","YES","CAP-B07-004","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/journeys/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-269","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/journeys/quotations/page.tsx","/angelcare-marketplace/admin/journeys/quotations","B07","NONE","@/angelcare-marketplace/auth/context|@/angelcare-marketplace/journey-control/components/JourneyAdminCommand|@/angelcare-marketplace/journey-control/repository","auth/context|journey-control/components/JourneyAdminCommand|journey-control/repository","repository","NONE","YES","CAP-B07-004","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/journeys/quotations/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-270","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/journeys/recovery/page.tsx","/angelcare-marketplace/admin/journeys/recovery","B07","NONE","@/angelcare-marketplace/auth/context|@/angelcare-marketplace/journey-control/components/JourneyAdminCommand|@/angelcare-marketplace/journey-control/repository","auth/context|journey-control/components/JourneyAdminCommand|journey-control/repository","repository","NONE","YES","CAP-B07-004","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/journeys/recovery/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-271","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/journeys/subscriptions/page.tsx","/angelcare-marketplace/admin/journeys/subscriptions","B04|B07","NONE","@/angelcare-marketplace/auth/context|@/angelcare-marketplace/journey-control/components/JourneyAdminCommand|@/angelcare-marketplace/journey-control/repository","auth/context|journey-control/components/JourneyAdminCommand|journey-control/repository","repository","NONE","YES","CAP-B07-004","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/journeys/subscriptions/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-272","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/approvals/page.tsx","/angelcare-marketplace/admin/launch/approvals","B11","NONE","@/angelcare-marketplace/reality-completion/admin-page","reality-completion/admin-page","NONE","NONE","YES","CAP-B11-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/launch/approvals/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-273","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/blockers/page.tsx","/angelcare-marketplace/admin/launch/blockers","B11","NONE","next/navigation","NONE","NONE","/angelcare-marketplace/admin/launch/readiness","LEGACY_COMPATIBILITY","CAP-B11-010","SOURCE_REVIEWED","LEGACY_COMPATIBILITY_SURFACE","LEGACY_COMPATIBILITY_ONLY","app/angelcare-marketplace/(protected)/admin/launch/blockers/page.tsx; source imports/handlers and redirect target reconciled against completed approved-screen and Batch evidence."
"PAGE-274","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/defects/page.tsx","/angelcare-marketplace/admin/launch/defects","B11","NONE","@/angelcare-marketplace/reality-completion/admin-page","reality-completion/admin-page","NONE","NONE","YES","CAP-B11-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/launch/defects/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-275","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/evidence/page.tsx","/angelcare-marketplace/admin/launch/evidence","B11","NONE","@/angelcare-marketplace/reality-completion/admin-page","reality-completion/admin-page","NONE","NONE","YES","CAP-B11-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/launch/evidence/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-276","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/gates/page.tsx","/angelcare-marketplace/admin/launch/gates","B11","NONE","@/angelcare-marketplace/reality-completion/admin-page","reality-completion/admin-page","NONE","NONE","YES","CAP-B11-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/launch/gates/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-277","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/monitoring/page.tsx","/angelcare-marketplace/admin/launch/monitoring","B11","NONE","@/angelcare-marketplace/reality-completion/admin-page","reality-completion/admin-page","NONE","NONE","YES","CAP-B11-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/launch/monitoring/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-278","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/page.tsx","/angelcare-marketplace/admin/launch","B11","NONE","@/angelcare-marketplace/reality-completion/admin-page","reality-completion/admin-page","NONE","NONE","YES","CAP-B11-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/launch/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-279","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/post-launch/page.tsx","/angelcare-marketplace/admin/launch/post-launch","B11","NONE","next/navigation","NONE","NONE","/angelcare-marketplace/admin/launch/monitoring","LEGACY_COMPATIBILITY","CAP-B11-010","SOURCE_REVIEWED","LEGACY_COMPATIBILITY_SURFACE","LEGACY_COMPATIBILITY_ONLY","app/angelcare-marketplace/(protected)/admin/launch/post-launch/page.tsx; source imports/handlers and redirect target reconciled against completed approved-screen and Batch evidence."
"PAGE-280","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/readiness/page.tsx","/angelcare-marketplace/admin/launch/readiness","B11","NONE","@/angelcare-marketplace/reality-completion/admin-page","reality-completion/admin-page","NONE","NONE","YES","CAP-B11-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/launch/readiness/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-281","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/release/page.tsx","/angelcare-marketplace/admin/launch/release","B11","NONE","@/angelcare-marketplace/reality-completion/admin-page","reality-completion/admin-page","NONE","NONE","YES","CAP-B11-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/launch/release/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-282","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/rollback/page.tsx","/angelcare-marketplace/admin/launch/rollback","B11","NONE","@/angelcare-marketplace/reality-completion/admin-page","reality-completion/admin-page","NONE","NONE","YES","CAP-B11-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/launch/rollback/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-283","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/launch/runbook/page.tsx","/angelcare-marketplace/admin/launch/runbook","B11","NONE","@/angelcare-marketplace/auth/context|@/angelcare-marketplace/launch-assurance/repository|@/angelcare-marketplace/launch-assurance/components/LaunchRegisters","auth/context|launch-assurance/repository|launch-assurance/components/LaunchRegisters","repository","NONE","YES","CAP-B11-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/launch/runbook/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-284","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/analytics/page.tsx","/angelcare-marketplace/admin/live-experience-command/analytics","B06","NONE","@/angelcare-marketplace/live-experience-command/admin-pages","live-experience-command/admin-pages","NONE","NONE","YES","CAP-B06-003","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/analytics/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-285","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/audiences/page.tsx","/angelcare-marketplace/admin/live-experience-command/audiences","B06","NONE","@/angelcare-marketplace/live-experience-command/governance-admin-page","live-experience-command/governance-admin-page","NONE","NONE","YES","CAP-B06-004","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/audiences/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-286","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/broadcasts/page.tsx","/angelcare-marketplace/admin/live-experience-command/broadcasts","B06","NONE","@/angelcare-marketplace/live-experience-command/admin-pages","live-experience-command/admin-pages","NONE","NONE","YES","CAP-B06-003","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/broadcasts/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-287","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/experiments/page.tsx","/angelcare-marketplace/admin/live-experience-command/experiments","B06","NONE","@/angelcare-marketplace/live-experience-command/governance-admin-page","live-experience-command/governance-admin-page","NONE","NONE","YES","CAP-B06-009","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/experiments/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-288","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/history/page.tsx","/angelcare-marketplace/admin/live-experience-command/history","B06","NONE","@/angelcare-marketplace/live-experience-command/governance-admin-page","live-experience-command/governance-admin-page","NONE","NONE","YES","CAP-B06-003","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/history/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-289","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/page.tsx","/angelcare-marketplace/admin/live-experience-command","B05|B06","NONE","@/angelcare-marketplace/live-experience-command/admin-pages","live-experience-command/admin-pages","NONE","NONE","YES","CAP-B06-003","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-290","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/placements/page.tsx","/angelcare-marketplace/admin/live-experience-command/placements","B06","NONE","@/angelcare-marketplace/live-experience-command/governance-admin-page","live-experience-command/governance-admin-page","NONE","NONE","YES","CAP-B06-003","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/placements/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-291","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/popups/page.tsx","/angelcare-marketplace/admin/live-experience-command/popups","B06","NONE","@/angelcare-marketplace/live-experience-command/admin-pages","live-experience-command/admin-pages","NONE","NONE","YES","CAP-B06-003","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/popups/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-292","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/proof-widgets/page.tsx","/angelcare-marketplace/admin/live-experience-command/proof-widgets","B06","NONE","@/angelcare-marketplace/live-experience-command/admin-pages","live-experience-command/admin-pages","NONE","NONE","YES","CAP-B06-003","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/proof-widgets/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-293","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/schedules/page.tsx","/angelcare-marketplace/admin/live-experience-command/schedules","B06","NONE","@/angelcare-marketplace/live-experience-command/governance-admin-page","live-experience-command/governance-admin-page","NONE","NONE","YES","CAP-B06-003","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/schedules/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-294","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/settings/page.tsx","/angelcare-marketplace/admin/live-experience-command/settings","B06","NONE","@/angelcare-marketplace/live-experience-command/governance-admin-page","live-experience-command/governance-admin-page","NONE","NONE","YES","CAP-B06-003","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/settings/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-295","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-experience-command/templates/page.tsx","/angelcare-marketplace/admin/live-experience-command/templates","B06","NONE","@/angelcare-marketplace/live-experience-command/admin-pages","live-experience-command/admin-pages","NONE","NONE","YES","CAP-B06-003","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-experience-command/templates/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-296","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/live-map/page.tsx","/angelcare-marketplace/admin/live-map","UNMAPPED","dynamic","@/angelcare-marketplace/auth/context|@/angelcare-marketplace/enterprise-command/components/LiveVisitorSpatialCommand","auth/context|enterprise-command/components/LiveVisitorSpatialCommand","NONE","NONE","YES","CAP-B07-001","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/live-map/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-297","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/csv/page.tsx","/angelcare-marketplace/admin/localization/csv","B05","NONE","@/angelcare-marketplace/localization-intelligence/components/CsvCenter","localization-intelligence/components/CsvCenter","NONE","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/csv/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-298","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/glossary/page.tsx","/angelcare-marketplace/admin/localization/glossary","B05","NONE","@/angelcare-marketplace/localization-intelligence/final-admin-page","localization-intelligence/final-admin-page","NONE","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/glossary/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-299","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/imports/page.tsx","/angelcare-marketplace/admin/localization/imports","B05","NONE","@/angelcare-marketplace/localization-intelligence/components/CsvCenter","localization-intelligence/components/CsvCenter","NONE","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/imports/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-300","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/inventory/page.tsx","/angelcare-marketplace/admin/localization/inventory","B05","NONE","@/angelcare-marketplace/localization-intelligence/components/InventoryTable|@/angelcare-marketplace/localization-intelligence/repository","localization-intelligence/components/InventoryTable|localization-intelligence/repository","repository","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/inventory/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-301","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/memory/page.tsx","/angelcare-marketplace/admin/localization/memory","B05","NONE","@/angelcare-marketplace/localization-intelligence/final-admin-page","localization-intelligence/final-admin-page","NONE","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/memory/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-302","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/page.tsx","/angelcare-marketplace/admin/localization","B05","NONE","@/angelcare-marketplace/localization-intelligence/components/LocalizationCockpit|@/angelcare-marketplace/localization-intelligence/repository","localization-intelligence/components/LocalizationCockpit|localization-intelligence/repository","repository","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-303","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/readiness/page.tsx","/angelcare-marketplace/admin/localization/readiness","B05","NONE","@/angelcare-marketplace/localization-intelligence/final-admin-page","localization-intelligence/final-admin-page","NONE","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/readiness/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-304","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/reviews/page.tsx","/angelcare-marketplace/admin/localization/reviews","B05","NONE","@/angelcare-marketplace/localization-intelligence/final-admin-page","localization-intelligence/final-admin-page","NONE","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/reviews/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-305","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/rtl-lab/page.tsx","/angelcare-marketplace/admin/localization/rtl-lab","B05","NONE","@/angelcare-marketplace/localization-intelligence/components/RtlLab","localization-intelligence/components/RtlLab","NONE","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/rtl-lab/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-306","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/scanner/page.tsx","/angelcare-marketplace/admin/localization/scanner","B05","NONE","@/angelcare-marketplace/localization-intelligence/components/ScannerCommandCenter","localization-intelligence/components/ScannerCommandCenter","NONE","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/scanner/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-307","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/seo/page.tsx","/angelcare-marketplace/admin/localization/seo","B05","NONE","@/angelcare-marketplace/localization-intelligence/final-admin-page","localization-intelligence/final-admin-page","NONE","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/seo/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-308","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/sources/page.tsx","/angelcare-marketplace/admin/localization/sources","B05","NONE","@/angelcare-marketplace/localization-intelligence/final-admin-page","localization-intelligence/final-admin-page","NONE","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/sources/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
"PAGE-309","ADMIN_PAGE","app/angelcare-marketplace/(protected)/admin/localization/translations/page.tsx","/angelcare-marketplace/admin/localization/translations","B05","NONE","@/angelcare-marketplace/localization-intelligence/final-admin-page","localization-intelligence/final-admin-page","NONE","NONE","YES","CAP-B05-010","SOURCE_REVIEWED","CANONICAL_OR_CONTEXTUAL_OPERATOR_SURFACE","MAPPED_TO_IMPLEMENTED_CAPABILITY","app/angelcare-marketplace/(protected)/admin/localization/translations/page.tsx; source imports/handlers reconciled against completed approved-screen and Batch evidence."
