file,line,risk,matches,code
app/(protected)/production-persistence-center/page.tsx,70,review,angelcare_text_logo,"const [workspaceId, setWorkspaceId] = useState(""angelcare-main"")"
app/(protected)/production-persistence-center/page.tsx,84,review,angelcare_text_logo,"setWorkspaceId(data.workspaceId || ""angelcare-main"")"
app/(protected)/production-persistence-center/page.tsx,93,review,angelcare_text_logo,"if (imported.length === 0) throw new Error(""No AngelCare managed stores found in this JSON file."")"
app/(protected)/production-persistence-center/page.tsx,105,review,angelcare_text_logo,"setWorkspaceId(data.workspaceId || ""angelcare-main"")"
app/(protected)/production-persistence-center/page.tsx,164,review,angelcare_text_logo,"<p className=""text-xs font-black uppercase tracking-[0.3em] text-cyan-300"">AngelCare Production Persistence OS</p>"
app/(protected)/production-persistence-center/page.tsx,255,review,angelcare_text_logo,No snapshots yet. Click “Import recovered JSON backup” and select angelcare-revenue-prospects-localstorage-backup.json.
app/(protected)/staff-portal-command/page.tsx,5,review,angelcare_text_logo,"import { EnterpriseButton, EnterpriseHero, EnterpriseMetric, EnterprisePageShell, EnterprisePanel, EnterpriseRow, enterpriseGrid } from '@/components/angelcare-enterprise/EnterpriseCommandUI'"
app/(protected)/staff-portal-workbench/page.tsx,5,review,angelcare_text_logo,"import { EnterpriseButton, EnterpriseHero, EnterpriseMetric, EnterprisePageShell, EnterprisePanel, EnterpriseRow, enterpriseGrid } from '@/components/angelcare-enterprise/EnterpriseCommandUI'"
app/(protected)/profile/page.tsx,30,likely_official_logo,official_logo_ref,"<a href=""/logout"" style={logoutButtonStyle}>"
app/(protected)/staff-portal-mega-qa/page.tsx,2,review,angelcare_text_logo,"import { EnterpriseHero, EnterpriseMetric, EnterprisePageShell, EnterprisePanel, EnterpriseRow, enterpriseGrid } from '@/components/angelcare-enterprise/EnterpriseCommandUI'"
app/(protected)/users/page.tsx,58,review,initials_logo,function initials(name: string) {
app/(protected)/users/page.tsx,197,review,initials_logo,"initials: initials(name),"
app/(protected)/users/_components/UsersEmployeeCommandClient.tsx,225,review,angelcare_text_logo,"if (typeof window !== 'undefined') window.dispatchEvent(new CustomEvent('angelcare:users-staff-saved', { detail: { userId: selected.id } }))"
app/(protected)/users/_components/UserAccessGovernanceCenter.tsx,385,text_logo_candidate,angelcare_text_logo,"<p style={subtitleStyle}>Scan, organize and govern workspace access across ANGELCARE OpsOS.</p>"
app/(protected)/users/_components/UserAccessGovernanceCenter.tsx,2260,likely_official_logo,"image_tag, logo_word, official_logo_ref, angelcare_text_logo","const logoHtml = `<img src=""/logo.png"" onerror=""this.style.display='none';this.nextElementSibling.style.display='block';"" /><strong class=""logo-fallback"">ANGELCARE</strong>`"
app/(protected)/users/_components/UserAccessGovernanceCenter.tsx,2303,review,logo_word,.logo-fallback {
app/(protected)/users/_components/UserAccessGovernanceCenter.tsx,2740,review,angelcare_text_logo,<div>✉ contact@angelcare.ma</div>
app/(protected)/users/_components/UserAccessGovernanceCenter.tsx,2741,review,angelcare_text_logo,<div>🌐 www.angelcare.ma</div>
app/(protected)/users/new/page.tsx,110,review,angelcare_text_logo,"subtitle=""Premium account creation cockpit connected to AngelCare roles, departments, HR identity, app routes and permission matrix."""
app/(protected)/users/new/page.tsx,127,review,angelcare_text_logo,"<Field name=""email"" label=""Email Address"" type=""email"" required placeholder=""name@angelcare.ma"" />"
app/(protected)/users/new/_components/UserCreateCommandCenter.tsx,34,review,initials_logo,"function initials(name: string, fallback = 'U') {"
app/(protected)/users/new/_components/UserCreateCommandCenter.tsx,102,review,angelcare_text_logo,"<Field label=""Email Address"" required value={email} onChange={setEmail} name=""email"" placeholder=""name@angelcare.ma"" badge=""Available"" />"
app/(protected)/users/new/_components/UserCreateCommandCenter.tsx,168,review,initials_logo,<div style={bigAvatarStyle}>{initials(fullName)}</div>
app/(protected)/users/[id]/page.tsx,447,review,angelcare_text_logo,: 'User can access authorized AngelCare workspaces.'}
app/(protected)/users/[id]/page.tsx,549,review,angelcare_text_logo,"subtitle={`Compte interne AngelCare • ${safeText(userRecord.role, 'staff')} • ${safeText(userRecord.status, 'active')}`}"
app/(protected)/hr/page.tsx,1202,review,angelcare_text_logo,"<div><div className=""text-sm font-black text-slate-950"">AngelCare HR</div><div className=""text-[10px] font-black uppercase tracking-[0.24em] text-violet-400"">Command OS</div></div>"
app/(protected)/hr/attendance/page.tsx,191,review,angelcare_text_logo,"<div className=""text-[26px] font-black leading-tight tracking-[-.04em] text-slate-950"">AngelCare HR</div>"
app/(protected)/hr/attendance/page.tsx,196,review,angelcare_text_logo,"<nav className=""space-y-8"" aria-label=""AngelCare HR navigation"">"
app/(protected)/hr/attendance/page.tsx,480,review,angelcare_text_logo,"<div><p className=""text-xs font-black uppercase tracking-[.25em] text-violet-500"">Angelcare attendance command</p><h1 className=""mt-1 text-3xl font-black text-slate-950"">Attendance Operations Center</h1><p className=""text-sm font-semibold text-slate-500"">Live monitoring, correction control, payroll readiness, identity mapping and site coverage.</p></div>"
app/(protected)/hr/attendance/report/page.tsx,59,review,angelcare_text_logo,"<p className=""text-xs font-black uppercase tracking-[.35em] text-violet-500"">Angelcare HR attendance report</p>"
app/(protected)/hr/organization/page.tsx,28,review,angelcare_text_logo,"<p className=""text-xs font-black uppercase tracking-[.25em] text-cyan-300"">AngelCare HR Operational Module</p>"
app/(protected)/hr/risk-center/page.tsx,28,review,angelcare_text_logo,"<p className=""text-xs font-black uppercase tracking-[.25em] text-cyan-300"">AngelCare HR Operational Module</p>"
app/(protected)/hr/saved-views/page.tsx,28,review,angelcare_text_logo,"<p className=""text-xs font-black uppercase tracking-[.25em] text-cyan-300"">AngelCare HR Operational Module</p>"
app/(protected)/hr/training/page.tsx,123,review,initials_logo,"function initials(name: string) { return name.split(/\s+/).filter(Boolean).slice(0, 2).map((p, pIndex) => p[0]?.toUpperCase()).join('') || 'HR' }"
app/(protected)/hr/training/page.tsx,414,review,angelcare_text_logo,"['AngelCare Operating Standards', 'Mandatory', 'PDF', 'Core AngelCare rules, service culture, communication and staff discipline.'],"
app/(protected)/hr/training/page.tsx,423,review,angelcare_text_logo,"<div className=""mb-5 flex items-center gap-3 px-2""><div className=""grid h-11 w-11 place-items-center rounded-2xl bg-gradient-to-br from-violet-600 via-fuchsia-500 to-indigo-600 text-white shadow-xl shadow-violet-200""><Sparkles className=""h-5 w-5"" /></div><div><div className=""text-sm font-black text-slate-950"">AngelCare HR</div><div className=""text-[10px] font-black uppercase tracking-[0.24em] text-violet-400"">Command OS</div></div></div>"
app/(protected)/hr/training/page.tsx,760,review,initials_logo,"<div className=""grid gap-3 md:grid-cols-2 xl:grid-cols-3"">{position.users.length ? position.users.slice(0, 12).map((user, index) => <div key={`position-user-${positionIndex}-${index}-${position.id}-${first(user, ['id','email','full_name','name'], String(index))}`} className=""flex items-center gap-3 rounded-2xl border border-slate-100 p-3""><div className=""grid h-10 w-10 place-items-center rounded-2xl bg-gradient-to-br from-violet-500 to-blue-500 text-xs font-black text-white"">{initials(first(user"
app/(protected)/hr/recruitment/page.tsx,291,review,svg_inline,"<svg viewBox=""0 0 320 240"" className=""absolute inset-0 h-full w-full"">"
app/(protected)/hr/recruitment/page.tsx,438,review,angelcare_text_logo,Broad Angelcare hiring request.
app/(protected)/hr/recruitment/page.tsx,842,review,angelcare_text_logo,"subtitle=""Broadened requisition control for Angelcare hiring across Morocco."""
app/(protected)/hr/recruitment/page.tsx,1132,review,angelcare_text_logo,"<p className=""text-sm font-black"">Angelcare HR</p>"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,75,review,angelcare_text_logo,"'Bonjour {candidate}, ici l’équipe RH AngelCare. Nous avons bien reçu votre candidature pour le poste {role}. Nous souhaitons confirmer votre disponibilité et quelques informations avant la prochaine étape.',"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,79,review,angelcare_text_logo,"'Bonjour {candidate}, AngelCare vous remercie pour votre candidature au poste {role}. Nous préparons actuellement la première phase de qualification.',"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,83,review,angelcare_text_logo,"'Bonjour {candidate}, nous sommes l’équipe RH AngelCare. Votre candidature est en phase de préqualification pour le département {department}.',"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,114,review,angelcare_text_logo,"'Bonjour {candidate}, l’équipe RH AngelCare souhaite échanger avec vous dans le cadre du processus de recrutement pour le département {department}.',"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,162,review,angelcare_text_logo,"'Bonjour {candidate}, votre profil reste intéressant pour AngelCare. Nous vous tiendrons informé(e) selon l’évolution des besoins.',"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,618,review,angelcare_text_logo,"`Bonjour ${name}, ici l’équipe RH AngelCare. Je vous appelle concernant votre candidature pour le poste ${role}.`,"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,639,review,angelcare_text_logo,"`Bonjour ${name}, je vous contacte de la part d’AngelCare concernant le poste ${role}.`,"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,659,review,angelcare_text_logo,"`Bonjour ${name}, je vous appelle concernant votre candidature AngelCare pour ${role}.`,"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,680,review,angelcare_text_logo,"`Bonjour ${name}, ici AngelCare RH. Je reviens vers vous concernant votre candidature pour ${role}.`,"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,699,review,angelcare_text_logo,"subject: `AngelCare RH — Qualification candidature ${code} — ${role}`,"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,718,review,angelcare_text_logo,"'Équipe RH AngelCare',"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,724,review,angelcare_text_logo,"subject: `AngelCare RH — Proposition entretien ${code} — ${role}`,"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,738,review,angelcare_text_logo,"'Équipe RH AngelCare',"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,744,review,angelcare_text_logo,"subject: `AngelCare RH — Documents candidature ${code} — ${role}`,"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,759,review,angelcare_text_logo,"'Équipe RH AngelCare',"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,765,review,angelcare_text_logo,"subject: `AngelCare RH — Suivi candidature ${code} — ${role}`,"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,779,review,angelcare_text_logo,"'Équipe RH AngelCare',"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,788,review,angelcare_text_logo,"content: `[${code}-WA-01] Bonjour ${name}, ici l’équipe RH AngelCare. Nous revenons vers vous concernant votre candidature pour le poste ${role}. Merci de confirmer votre disponibilité, votre ville actuelle et votre intérêt pour la suite du processus.`,"
app/(protected)/hr/recruitment/_components/RecruitmentCandidateCommandCenter.tsx,798,review,angelcare_text_logo,"content: `[${code}-WA-03] Bonjour ${name}, pour compléter votre dossier AngelCare, merci de nous envoyer votre CV actualisé et de confirmer votre disponibilité pour le poste ${role}.`,"
app/(protected)/hr/recruitment/_components/RecruitmentGeoLeafletMap.tsx,83,review,external_image,"url=""https://{s}.tile.openstreetmap.org/{z}/{x}/{y}.png"""
app/(protected)/hr/recruitment/_components/LiveScheduledInterviewsPanel.tsx,184,review,initials_logo,function initials(value: string) {
app/(protected)/hr/recruitment/_components/LiveScheduledInterviewsPanel.tsx,592,review,initials_logo,{initials(name)}
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,63,review,angelcare_text_logo,"`Bonjour ${candidate.name}, ici l’équipe RH AngelCare. Je vous appelle concernant votre candidature pour le poste ${candidate.role}.`,"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,85,review,angelcare_text_logo,"`Bonjour ${candidate.name}, je vous contacte de la part d’AngelCare pour le poste ${candidate.role}.`,"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,107,review,angelcare_text_logo,"`Bonjour ${candidate.name}, je vous appelle concernant votre candidature AngelCare pour ${candidate.role}.`,"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,130,review,angelcare_text_logo,"`Bonjour ${candidate.name}, ici AngelCare RH. Je reviens vers vous concernant votre candidature pour ${candidate.role}.`,"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,153,review,angelcare_text_logo,"subject: `AngelCare RH — ${phaseLabel} ${baseCode} — ${candidate.role}`,"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,173,review,angelcare_text_logo,"'Équipe RH AngelCare',"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,179,review,angelcare_text_logo,"subject: `AngelCare RH — Entretien ${baseCode} — ${candidate.role}`,"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,193,review,angelcare_text_logo,"'Équipe RH AngelCare',"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,199,review,angelcare_text_logo,"subject: `AngelCare RH — Documents ${baseCode} — ${candidate.role}`,"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,215,review,angelcare_text_logo,"'Équipe RH AngelCare',"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,221,review,angelcare_text_logo,"subject: `AngelCare RH — Suivi candidature ${baseCode} — ${candidate.role}`,"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,234,review,angelcare_text_logo,"'Équipe RH AngelCare',"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,245,review,angelcare_text_logo,"body: `[${baseCode}-WA-01] Bonjour ${candidate.name}, ici l’équipe RH AngelCare. Nous revenons vers vous concernant votre candidature pour le poste ${candidate.role}. Merci de confirmer votre disponibilité, votre ville actuelle et votre intérêt pour la suite du processus.`,"
app/(protected)/hr/recruitment/_components/CandidateFullCommunicationEngine.tsx,255,review,angelcare_text_logo,"body: `[${baseCode}-WA-03] Bonjour ${candidate.name}, pour compléter votre dossier AngelCare, merci de nous envoyer votre CV actualisé et de confirmer votre disponibilité pour le poste ${candidate.role}.`,"
app/(protected)/hr/recruitment/interviews/page.tsx,157,placeholder_initials_logo,initials_logo,".toUpperCase() || ""AC"";"
app/(protected)/hr/recruitment/interviews/page.tsx,671,placeholder_initials_logo,initials_logo,"{initials(text(interview, [""full_name"", ""name""], ""AC""))}"
app/(protected)/hr/recruitment/interviews/page.tsx,898,review,angelcare_text_logo,"<p className=""text-sm font-black"">Angelcare HR</p>"
app/(protected)/hr/recruitment/interviews/page.tsx,1037,review,initials_logo,{initials(name)}
app/(protected)/hr/recruitment/interviews/page.tsx,1271,placeholder_initials_logo,initials_logo,"text(upcoming[0], [""full_name"", ""name""], ""AC""),"
app/(protected)/hr/performance-matrix/page.tsx,435,review,svg_inline,"<svg viewBox={`0 0 ${width} ${height}`} className=""h-16 w-52"">"
app/(protected)/hr/performance-matrix/page.tsx,1443,review,angelcare_text_logo,AngelCare
app/(protected)/hr/performance-matrix/_components/PerformanceExecutiveKpiDeck.tsx,61,review,svg_inline,"<svg viewBox={`0 0 ${width} ${height}`} className=""h-14 w-44 overflow-visible"">"
app/(protected)/hr/overtime-approvals/page.tsx,28,review,angelcare_text_logo,"<p className=""text-xs font-black uppercase tracking-[.25em] text-cyan-300"">AngelCare HR Operational Module</p>"
app/(protected)/hr/_lib/hr-ui.tsx,18,review,angelcare_text_logo,"['✅','HR Tasks','/hr/tasks','Daily HR execution queue with AngelCare task types.'],"
app/(protected)/hr/departments/DepartmentFilesManagerClient.tsx,56,review,initials_logo,function initials(name: string) {
app/(protected)/hr/departments/DepartmentFilesManagerClient.tsx,57,placeholder_initials_logo,initials_logo,"return name.split(' ').map((x) => x[0]).join('').slice(0, 2).toUpperCase() || 'AC'"
app/(protected)/hr/departments/DepartmentFilesManagerClient.tsx,113,review,angelcare_text_logo,.find((row) => row.startsWith('angelcare_deleted_departments='))
app/(protected)/hr/departments/DepartmentFilesManagerClient.tsx,119,review,angelcare_text_logo,document.cookie = `angelcare_deleted_departments=${Array.from(values).join('|')}; path=/; max-age=31536000; SameSite=Lax`
app/(protected)/hr/departments/DepartmentFilesManagerClient.tsx,126,review,angelcare_text_logo,.find((row) => row.startsWith('angelcare_deleted_departments='))
app/(protected)/hr/departments/DepartmentFilesManagerClient.tsx,130,review,angelcare_text_logo,document.cookie = `angelcare_deleted_departments=${values.join('|')}; path=/; max-age=31536000; SameSite=Lax`
app/(protected)/hr/departments/DepartmentFilesManagerClient.tsx,421,placeholder_initials_logo,initials_logo,"{initials(text(employee, ['full_name', 'name', 'email'], 'AC'))}"
app/(protected)/hr/departments/DepartmentsBoardCommandClient.tsx,33,review,angelcare_text_logo,const STORAGE_KEY = 'angelcare-hr-departments-board-command-v1'
app/(protected)/hr/departments/DepartmentsBoardCommandClient.tsx,79,review,angelcare_text_logo,"owner: 'AngelCare HR',"
app/(protected)/hr/departments/DepartmentsBoardCommandClient.tsx,113,review,angelcare_text_logo,"owner: 'HR AngelCare',"
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,72,review,angelcare_text_logo,"id: 'angelcare-root',"
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,73,review,angelcare_text_logo,"name: 'AngelCare HR Organization',"
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,97,review,angelcare_text_logo,"parentId: 'angelcare-root',"
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,99,review,angelcare_text_logo,"links.push({ from: 'angelcare-root', to: deptId })"
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,530,review,angelcare_text_logo,"Une vraie carte mentale d’organisation : racine AngelCare, branches départements, sous-branches, équipes, connexions visuelles,"
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,556,review,angelcare_text_logo,AngelCare HR Command OS · Organigramme dynamique
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,572,review,svg_inline,"<svg className=""absolute inset-0 h-full w-full"">"
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,574,review,angelcare_text_logo,"<linearGradient id=""angelcareLinePrint"" x1=""0"" x2=""1"" y1=""0"" y2=""1"">"
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,597,review,angelcare_text_logo,"stroke=""url(#angelcareLinePrint)"""
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,623,review,angelcare_text_logo,"<h3 className=""mt-1 text-xl font-black text-slate-950"">AngelCare dynamic organization map</h3>"
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,658,review,svg_inline,"<svg className=""absolute inset-0 h-full w-full"">"
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,660,review,angelcare_text_logo,"<linearGradient id=""angelcareLine"" x1=""0"" x2=""1"" y1=""0"" y2=""1"">"
app/(protected)/hr/departments/DepartmentsOrgBuilderClient.tsx,682,review,angelcare_text_logo,"stroke=""url(#angelcareLine)"""
app/(protected)/hr/departments/page.tsx,126,review,initials_logo,function initials(name: string) {
app/(protected)/hr/departments/page.tsx,132,placeholder_initials_logo,initials_logo,.toUpperCase() || 'AC'
app/(protected)/hr/departments/page.tsx,179,review,angelcare_text_logo,"<p className=""text-sm font-black"">AngelCare HR</p>"
app/(protected)/hr/departments/page.tsx,324,review,angelcare_text_logo,"<p className=""text-xs font-black uppercase tracking-[0.2em] text-white/50"">AngelCare HR</p>"
app/(protected)/hr/departments/page.tsx,399,placeholder_initials_logo,initials_logo,"{initials(text(employee, ['full_name', 'name', 'email'], 'AC'))}"
app/(protected)/hr/departments/page.tsx,508,review,angelcare_text_logo,const raw = store.get('angelcare_deleted_departments')?.value || ''
app/(protected)/hr/departments/page.tsx,617,review,angelcare_text_logo,"Live organizational control for AngelCare departments, team structure, mapped employees, cities, roles, readiness, risk and HR execution layers."
app/(protected)/hr/alerts/page.tsx,28,review,angelcare_text_logo,"<p className=""text-xs font-black uppercase tracking-[.25em] text-cyan-300"">AngelCare HR Operational Module</p>"
app/(protected)/hr/_components/HRMaxUI.tsx,37,review,angelcare_text_logo,AngelCare HR MAX
app/(protected)/hr/_components/WorkforceOpsUI.tsx,14,review,angelcare_text_logo,"<div className=""inline-flex rounded-full border border-white/15 bg-white/10 px-4 py-2 text-xs font-black uppercase tracking-[.28em] text-slate-200"">AngelCare Workforce OS</div>"
app/(protected)/hr/_components/AttendanceEnterpriseUI.tsx,16,text_logo_candidate,angelcare_text_logo,"<div><div className=""text-lg font-black tracking-[.16em] text-white"">ANGELCARE</div><div className=""text-[10px] font-black uppercase tracking-[.28em] text-emerald-300"">Enterprise HR</div></div>"
app/(protected)/hr/_components/AttendanceMonitorExactUI.tsx,15,text_logo_candidate,angelcare_text_logo,"<div className=""text-lg font-black tracking-[.16em] text-white"">ANGELCARE</div>"
app/(protected)/hr/_components/AttendanceMonitorExactUI.tsx,55,review,angelcare_text_logo,"<div className=""mt-8 border-t border-slate-800 pt-5 text-xs text-slate-500"">v2.3.1<br/>© AngelCare Enterprise</div>"
app/(protected)/hr/_components/HRStaffInPageModalBridge.tsx,107,review,angelcare_text_logo,"window.dispatchEvent(new CustomEvent('angelcare:hr-employee-updated', { detail: { id } }))"
app/(protected)/hr/_components/RosterEnterpriseUI.tsx,14,review,angelcare_text_logo,"<div className=""text-xs font-black uppercase tracking-[.28em] text-slate-300"">AngelCare Roster OS</div>"
app/(protected)/hr/_components/HRCommandScreens.tsx,77,review,initials_logo,"function initials(name: string) { return name.split(/\s+/).filter(Boolean).slice(0, 2).map(x => x[0]?.toUpperCase()).join('') || 'HR' }"
app/(protected)/hr/_components/HRCommandScreens.tsx,79,image_logo_candidate,"image_tag, initials_logo","return <div className={`${small ? 'h-7 w-7 text-[10px]' : 'h-10 w-10 text-xs'} grid shrink-0 place-items-center overflow-hidden rounded-full bg-gradient-to-br from-amber-200 to-rose-300 font-black text-slate-900 ring-2 ring-slate-200`}>{src ? <img src={src} alt="""" className=""h-full w-full object-cover"" /> : initials(name)}</div>"
app/(protected)/hr/_components/HRCommandScreens.tsx,89,review,svg_inline,"return <svg viewBox=""0 0 120 30"" className=""h-8 w-28""><polyline points=""0,22 12,21 24,24 36,15 48,18 60,10 72,7 84,18 96,12 108,8 120,10"" fill=""none"" stroke={stroke} strokeWidth=""3"" strokeLinecap=""round"" strokeLinejoin=""round"" /></svg>"
app/(protected)/hr/_components/HRCommandScreens.tsx,117,review,angelcare_text_logo,"<Link href=""/hr"" className=""mb-7 flex items-center gap-3 rounded-2xl px-2""><div className=""grid h-10 w-10 place-items-center rounded-2xl bg-gradient-to-br from-violet-600 to-fuchsia-600 text-white""><Sparkles className=""h-5 w-5"" /></div><div><div className=""text-sm font-black"">AngelCare HR OS</div><div className=""text-[10px] font-black uppercase tracking-[.22em] text-slate-500"">Live workspace</div></div></Link>"
app/(protected)/hr/_components/HRCommandScreens.tsx,146,review,svg_inline,"function TinyChart({ tone = 'blue', bars = false }: { tone?: string; bars?: boolean }) { const t = toneClass[tone] || toneClass.blue; return <div className=""h-36 rounded-lg border border-slate-200 bg-white p-4 shadow-sm"">{bars ? <div className=""space-y-3"">{['Product','Engineering','Marketing','Sales','Customer Success','HR'].map((x, i) => <div key={x} className=""grid grid-cols-[110px_1fr_32px] items-center gap-2 text-xs""><span className=""text-slate-500"">{x}</span><span className=""h-2 rounded-ful"
app/(protected)/hr/_components/HRCommandScreens.tsx,180,review,svg_inline,"function TinyLightLine(){return <div className=""h-64 rounded-xl bg-violet-50/30 p-4""><svg viewBox=""0 0 400 210"" className=""h-full w-full""><g stroke=""#e2e8f0"">{[40,80,120,160].map(y=><line key={y} x1=""0"" x2=""400"" y1={y} y2={y}/>)}</g><polyline points=""0,120 70,130 140,110 210,70 280,95 340,75 400,65"" fill=""none"" stroke=""#8b5cf6"" strokeWidth=""4"" strokeLinecap=""round""/></svg></div>}"
app/(protected)/hr/_components/HRCommandScreens.tsx,188,review,"logo_word, angelcare_text_logo","function SettingsPage({ data }: { data: HRData }) { const staff=(data.staff||[]) as Row[]; return <HRModuleShell variant=""settings""><div className=""space-y-6""><Tabs light labels={['General','Organization','Users & Roles','Security','Workflows','Policies','Notifications','Integrations','Billing','Audit Logs']} /><div className=""grid gap-4 xl:grid-cols-[1fr_1.1fr_1.1fr]""><Panel light title=""Company Profile"" right={<button className=""rounded-lg bg-violet-50 px-3 py-2 text-xs font-black text-violet-"
app/(protected)/hr/work-schedules/page.tsx,79,review,angelcare_text_logo,"<div className=""rounded-[26px] bg-slate-950 p-5 text-white shadow-xl""><p className=""text-[10px] font-black uppercase tracking-[0.3em] text-black/70"">AngelCare HR</p><h2 className=""mt-2 text-xl font-black"">Workforce OS</h2><p className=""mt-1 text-xs font-bold text-black/75"">Live staff, schedule and roster command.</p></div>"
app/(protected)/hr/staff/page.tsx,41,review,angelcare_text_logo,"eyebrow=""AngelCare HR Staff OS"""
app/(protected)/hr/payroll/page.tsx,22,review,angelcare_text_logo,"<div><div className=""text-xs font-black uppercase tracking-[0.22em] text-violet-600"">AngelCare HR</div><h1 className=""mt-2 text-4xl font-black tracking-tight"">Payroll Inputs Control</h1><p className=""mt-2 max-w-3xl text-sm font-semibold leading-6 text-slate-500"">Synced payroll readiness layer based on existing employee, attendance and payroll records. Use this page to identify who is ready for payroll validation and who needs missing inputs fixed.</p></div>"
app/(protected)/hr/kpi-drilldowns/page.tsx,28,review,angelcare_text_logo,"<p className=""text-xs font-black uppercase tracking-[.25em] text-cyan-300"">AngelCare HR Operational Module</p>"
app/(protected)/hr/onboarding/page.tsx,45,review,angelcare_text_logo,"email: String(row?.email || `${title.toLowerCase().replace(/\s+/g, '.')}@angelcare.ma`),"
app/(protected)/hr/onboarding/_components/OnboardingCommandCenter.tsx,99,review,angelcare_text_logo,"email: ""imane.lahlou@angelcare.ma"","
app/(protected)/hr/onboarding/_components/OnboardingCommandCenter.tsx,114,review,angelcare_text_logo,"email: ""mehdi.tazi@angelcare.ma"","
app/(protected)/hr/onboarding/_components/OnboardingCommandCenter.tsx,129,review,angelcare_text_logo,"email: ""sara.bennani@angelcare.ma"","
app/(protected)/hr/onboarding/_components/OnboardingCommandCenter.tsx,215,review,initials_logo,function initials(n: string) {
app/(protected)/hr/onboarding/_components/OnboardingCommandCenter.tsx,451,review,angelcare_text_logo,"<div className=""text-[10px] font-black uppercase tracking-[0.24em] text-violet-100"">AngelCare</div>"
app/(protected)/hr/onboarding/_components/OnboardingCommandCenter.tsx,596,review,initials_logo,{initials(j.title)}
app/(protected)/hr/onboarding/_components/OnboardingCommandCenter.tsx,772,review,initials_logo,{initials(selected.title)}
app/(protected)/hr/onboarding/_components/OnboardingCommandCenter.tsx,1280,review,angelcare_text_logo,"? ""Create a new journey from the same Angelcare onboarding lifecycle: offer, pre-boarding, documents, orientation, training, integration and probation."""
app/(protected)/hr/onboarding/_components/OnboardingCommandCenter.tsx,1380,review,angelcare_text_logo,"message: `Bonjour ${candidateName || selected.title}, ici l’équipe RH Angelcare. Afin de finaliser votre intégration, merci de nous envoyer aujourd’hui les documents restants liés à votre dossier d’onboarding. En cas de difficulté, répondez directement à ce message. Merci.`"
app/(protected)/hr/onboarding/_components/OnboardingCommandCenter.tsx,1387,review,angelcare_text_logo,"message: `Bonjour ${candidateName || selected.title}, bienvenue chez Angelcare. Votre parcours d’intégration est en cours. Nous vous confirmerons les prochaines étapes, les documents requis et votre planning de démarrage. Merci de rester disponible sur WhatsApp.`"
